"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA
-1.38458434098469,-1.80277563773199,1.0679237875115,0.869226987360353,-1.60755941048078,1.1595420713049,-0.267261241912424
0.132742627312566,NA,-1.33490473438938,-1.73845397472071,-0.089308856137821,-0.811679449913428,NA
-0.0812648503579855,-0.901387818865997,-0.133490473438938,0.869226987360353,-0.089308856137821,-0.811679449913428,-0.267261241912424
-0.709070078083038,-1.80277563773199,-1.33490473438938,-0.434613493680177,-0.089308856137821,-0.811679449913428,-0.267261241912424
-1.97455422764894,-0.901387818865997,1.0679237875115,-0.434613493680177,-1.60755941048078,-0.811679449913428,-0.267261241912424
1.0215751312901,0.901387818865997,-1.33490473438938,-0.434613493680177,1.42894169820514,1.1595420713049,-0.267261241912424
1.55207424348155,0.901387818865997,-1.33490473438938,-0.434613493680177,1.42894169820514,1.1595420713049,-0.267261241912424
0.276886340031916,0.901387818865997,-0.133490473438938,0.869226987360353,-0.089308856137821,-0.811679449913428,-0.267261241912424
0.60595365120815,NA,-1.33490473438938,-1.73845397472071,-0.089308856137821,-0.811679449913428,NA
2.07847093927896,0,1.0679237875115,0.869226987360353,-0.089308856137821,1.1595420713049,-0.267261241912424
-0.687679892823895,0,1.0679237875115,0.869226987360353,-0.089308856137821,1.1595420713049,-0.267261241912424
-0.230940064159649,0,1.0679237875115,0.869226987360353,NA,NA,-0.267261241912424
-0.599589720883973,0.901387818865997,-0.133490473438938,0.869226987360353,-0.089308856137821,-0.811679449913428,-0.267261241912424
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.05809096715369,0,-0.133490473438938,-1.73845397472071,-0.089308856137821,1.1595420713049,-0.267261241912424
-0.229524633384346,NA,1.0679237875115,0.869226987360353,1.42894169820514,1.1595420713049,NA
-0.445392848409336,NA,1.0679237875115,0.869226987360353,-1.60755941048078,-0.811679449913428,NA
0.711211069495316,0.901387818865997,-0.133490473438938,-0.434613493680177,-0.089308856137821,-0.811679449913428,-0.267261241912424
-0.746676610401701,0.901387818865997,NA,NA,NA,NA,3.47439614486152
-0.347727702114689,NA,-0.133490473438938,-0.434613493680177,1.42894169820514,-0.811679449913428,NA
