"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num"
-1.91898987005893,-0.433012701892219,0.25,-1.56680265898647,-2.28217732293819,1.61374306091976,1.03418675949807,-0.30804003630634,0.790569415042095,0.859214361379679
1.66531818785013,-0.433012701892219,0.25,0.859214361379679,0.456435464587638,-0.968245836551854,-0.804367479609613,-1.29376815248663,-2.37170824512628,-1.56680265898647
0.481706083585448,-2.1650635094611,0.25,0.859214361379679,0.456435464587638,0.322748612183951,-0.804367479609613,-1.29376815248663,-0.790569415042095,-1.56680265898647
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0236679849344268,-0.433012701892219,0.25,0.859214361379679,0.456435464587638,-0.968245836551854,1.03418675949807,1.66341619605424,0.790569415042095,0.859214361379679
0.497745588962572,-0.433012701892219,0.25,0.0505420212576282,0.456435464587638,0.322748612183951,-0.804367479609613,-1.29376815248663,-0.790569415042095,-1.56680265898647
0.546911288632685,-0.433012701892219,0.25,0.0505420212576282,0.456435464587638,0.322748612183951,-0.804367479609613,-0.30804003630634,-0.790569415042095,0.0505420212576282
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.777442066975757,-0.433012701892219,0.25,0.859214361379679,0.456435464587638,0.322748612183951,-0.804367479609613,0.677688079873948,-0.790569415042095,-0.758130318864423
0.671799585029494,-0.433012701892219,0.25,0.859214361379679,0.456435464587638,1.61374306091976,-0.804367479609613,-0.30804003630634,-0.790569415042095,-0.758130318864423
-0.405190720989437,1.29903810567666,0.25,-1.56680265898647,0.456435464587638,-0.968245836551854,1.03418675949807,-0.30804003630634,0.790569415042095,0.859214361379679
-1.31612446386773,-0.433012701892219,0.25,-0.758130318864423,0.456435464587638,-0.968245836551854,1.03418675949807,0.677688079873948,0.790569415042095,0.859214361379679
0.53593798142988,1.29903810567666,0.25,0.859214361379679,0.456435464587638,-0.968245836551854,-0.804367479609613,0.677688079873948,0.790569415042095,0.859214361379679
0.00592571323792121,1.29903810567666,0.25,0.859214361379679,-2.28217732293819,0.322748612183951,1.03418675949807,0.677688079873948,0.790569415042095,0.859214361379679
-1.34514878184843,1.29903810567666,0.25,-1.56680265898647,-1.36930639376292,0.322748612183951,1.03418675949807,1.66341619605424,0.790569415042095,0.859214361379679
-0.700321540872534,1.29903810567666,0.25,0.859214361379679,0.456435464587638,1.61374306091976,-1.72364459916346,-1.29376815248663,0.790569415042095,-0.758130318864423
0.737370063153154,-0.433012701892219,0.25,-0.758130318864423,0.456435464587638,-0.968245836551854,1.03418675949807,0.677688079873948,0.790569415042095,0.859214361379679
1.29683496779711,-0.433012701892219,-3.75,-0.758130318864423,0.456435464587638,-0.968245836551854,0.11490963994423,-0.30804003630634,-0.790569415042095,0.0505420212576282
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
