"PROFICIENCIA_MT_SAEB","TX_RESP_Q22e_num","TX_RESP_Q23f_num"
0.623777960562792,0,NA
-0.492384414952865,-1.16189500386223,-2.18382695509037
-1.26449827537067,0,0.370838539543648
-1.03701426288047,NA,0.370838539543648
NA,NA,NA
-0.980985615948986,NA,-2.18382695509037
1.00111682108899,0,0.370838539543648
NA,NA,NA
NA,NA,NA
-0.194555234317861,0,-0.906494207773362
0.783282184085264,NA,1.64817128686066
NA,NA,NA
1.47054827798765,0,0.370838539543648
NA,NA,NA
-1.26126115786153,2.32379000772445,-0.906494207773362
NA,NA,NA
-0.193048479574923,0,-0.906494207773362
NA,NA,NA
0.049316857152869,0,-0.906494207773362
-1.29582971404352,-1.16189500386223,0.370838539543648
-0.40865647017462,-1.16189500386223,-0.906494207773362
NA,NA,NA
1.12829873266312,-1.16189500386223,-0.906494207773362
0.023111258564925,2.32379000772445,-0.906494207773362
0.0992793478671488,0,0.370838539543648
-0.721445366365716,-1.16189500386223,0.370838539543648
0.751330420072024,0,0.370838539543648
0.103424128194835,0,0.370838539543648
0.591664565567223,0,0.370838539543648
1.18016303064419,0,0.370838539543648
1.7891078149859,2.32379000772445,1.64817128686066
NA,NA,NA
NA,NA,NA
-0.277956675165591,-1.16189500386223,0.370838539543648
-2.03803562166067,0,-0.906494207773362
1.0665630575518,0,0.370838539543648
-0.278110128216036,0,1.64817128686066
-1.32072284218459,0,-0.906494207773362
NA,NA,NA
-0.112755207774637,NA,NA
-1.62680072302245,-1.16189500386223,0.370838539543648
0.730991815852979,NA,1.64817128686066
1.55706603660781,0,0.370838539543648
NA,NA,NA
0.555017880065624,1.16189500386223,0.370838539543648
NA,NA,NA
NA,NA,NA
