"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.20470841790529,-1.75542636961236,-2.47487373415292,-1.3228756555323,-1.76776695296637,-1.41421356237309,-0.846114112226649,-1.3228756555323,1.34807555140938,0,0.282038037408883,-1.4638501094228,-0.353553390593274,-1.08012344973464,0.195047374401374,-0.801783725737273,-1.7737746744569,-1.89196867166067,NA,2.47487373415292
-1.51939658612967,-0.195047374401374,0.353553390593274,1.3228756555323,-0.353553390593274,-0.707106781186547,-1.97426626186218,-1.3228756555323,-1.04850320665174,-1.87082869338697,-1.97426626186218,NA,-1.76776695296637,-1.08012344973464,0.195047374401374,-0.801783725737273,0.409332617182361,-0.882918713441648,-0.377964473009227,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.605783627853854,1.36533162080961,0.353553390593274,0,-0.353553390593274,0.707106781186547,0.282038037408883,0,0.14978617237882,-0.935414346693485,-0.846114112226649,0.58554004376912,-0.353553390593274,0,0.195047374401374,-0.801783725737273,-0.682221028637269,0.126131244777378,-0.377964473009227,-0.353553390593274
-0.171075218169329,-0.195047374401374,0.353553390593274,1.3228756555323,1.06066017177982,-1.41421356237309,1.41019018704442,0,1.34807555140938,0,0.282038037408883,-1.4638501094228,-0.353553390593274,-1.08012344973464,1.75542636961236,1.0690449676497,0.409332617182361,1.1351812029964,-0.377964473009227,-0.353553390593274
0.977985711828721,1.36533162080961,0.353553390593274,0,-0.353553390593274,0.707106781186547,0.282038037408883,0,-1.04850320665174,0.935414346693485,0.282038037408883,0.58554004376912,1.06066017177982,1.08012344973464,-1.36533162080961,NA,0.409332617182361,1.1351812029964,-0.377964473009227,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.593129428636388,-0.195047374401374,0.353553390593274,0,1.06066017177982,0.707106781186547,0.282038037408883,1.3228756555323,0.14978617237882,0.935414346693485,1.41019018704442,0.58554004376912,-0.353553390593274,0,0.195047374401374,1.0690449676497,1.50088626300199,0.126131244777378,-0.377964473009227,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.44012406418877,-0.195047374401374,0.353553390593274,0,-0.353553390593274,0.707106781186547,0.282038037408883,1.3228756555323,0.14978617237882,0.935414346693485,0.282038037408883,0.58554004376912,1.06066017177982,1.08012344973464,0.195047374401374,-0.801783725737273,-0.682221028637269,0.126131244777378,2.26778683805536,-0.353553390593274
1.15840551807409,-0.195047374401374,0.353553390593274,-1.3228756555323,1.06066017177982,0.707106781186547,0.282038037408883,0,-1.04850320665174,0,0.282038037408883,0.58554004376912,1.06066017177982,1.08012344973464,-1.36533162080961,1.0690449676497,0.409332617182361,0.126131244777378,-0.377964473009227,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
