"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num"
0.772330263628037,0.467819643511491,NA
-1.6335104273097,0.467819643511491,NA
0.0111938685395744,0.467819643511491,-0.89592831651712
NA,NA,NA
0.261357829030045,0.467819643511491,1.36746953573666
0.95227628674779,0.467819643511491,1.36746953573666
1.39062060420957,0.467819643511491,0.235770609609769
0.551081188897386,0.467819643511491,1.36746953573666
-0.380028726595802,0.467819643511491,-0.89592831651712
0.368515902708872,0.467819643511491,0.235770609609769
-0.146220726702826,0.467819643511491,0.235770609609769
-1.54336393462058,-2.05840643145056,0.235770609609769
-1.20626927959754,NA,NA
-0.632455113856108,0.467819643511491,-0.89592831651712
-0.695142496065394,0.467819643511491,-0.89592831651712
-1.17533166585674,-2.05840643145056,-0.89592831651712
-1.05524688384284,NA,-0.89592831651712
0.00902336769564296,-2.05840643145056,-0.89592831651712
0.404862801898445,0.467819643511491,0.235770609609769
NA,NA,NA
-1.66204000695174,-2.05840643145056,-2.02762724264401
2.00823341078395,0.467819643511491,NA
0.73915537509972,-2.05840643145056,1.36746953573666
1.03429243095302,0.467819643511491,-0.89592831651712
-1.1846638459887,NA,0.235770609609769
1.26902096161123,0.467819643511491,NA
0.537868808876867,0.467819643511491,-0.89592831651712
1.27163037050683,0.467819643511491,NA
-0.305337352217991,0.467819643511491,0.235770609609769
-0.395274801338412,0.467819643511491,1.36746953573666
0.980405262462903,0.467819643511491,1.36746953573666
-0.546983472705489,0.467819643511491,0.235770609609769
