"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num"
-0.574614915413234,-0.370138274054947,1.01505304345025,0.219788953647208,-0.941513083524009,0.116006710736137,-0.862957645635778
-1.06689888738238,-0.370138274054947,1.01505304345025,-0.805892830039762,-0.941513083524009,0.116006710736137,0.479420914242099
-0.834533736256473,NA,NA,NA,NA,NA,NA
1.22187773069999,-0.370138274054947,1.01505304345025,0.219788953647208,NA,0.116006710736137,-0.862957645635778
-0.733827983359303,-0.370138274054947,-0.563918357472361,0.219788953647208,-0.941513083524009,-1.50808723956978,0.479420914242099
NA,NA,NA,NA,NA,NA,NA
-0.509560301081643,-0.370138274054947,-0.563918357472361,-1.83157461372673,0.171184197004365,0.116006710736137,0.479420914242099
1.90719163124156,-0.370138274054947,-0.563918357472361,-0.805892830039762,0.171184197004365,0.116006710736137,-0.862957645635778
0.612655128323372,-0.370138274054947,-0.563918357472361,0.219788953647208,-0.941513083524009,0.116006710736137,0.479420914242099
0.649728889844152,-0.370138274054947,-0.563918357472361,1.24547073733418,1.28388147753274,1.74010066104206,-0.862957645635778
-1.04922545755339,1.3571736715348,1.01505304345025,-0.805892830039762,-0.941513083524009,0.116006710736137,0.479420914242099
-0.694597935732713,1.3571736715348,1.01505304345025,-0.805892830039762,0.171184197004365,-1.50808723956978,0.479420914242099
0.0889119670057254,1.3571736715348,-0.563918357472361,-0.805892830039762,1.28388147753274,1.74010066104206,1.82179947411998
1.77187720419879,-2.0974502196447,-2.14288975839497,1.24547073733418,-0.941513083524009,0.116006710736137,0.479420914242099
-0.577578783273144,-0.370138274054947,-0.563918357472361,1.24547073733418,1.28388147753274,0.116006710736137,0.479420914242099
-0.2114045512613,1.3571736715348,1.01505304345025,1.24547073733418,1.28388147753274,-1.50808723956978,-2.20533620551365
