"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
0.0166041585133127,0.51946248164932,0.785950200532908,0.649450916062736,0.97182531580755,-0.424345583496044,1.45522072442561,-0.343592135468138
0.436327022262655,0.51946248164932,0.785950200532908,0.649450916062736,0.97182531580755,0.666828774065213,0.0765905644434528,-0.343592135468138
0.853907805158865,0.51946248164932,0.785950200532908,0.649450916062736,0,0.666828774065213,-1.3020395955387,-0.343592135468138
-2.15090514601015,-1.81811868577262,-0.50015012761185,-0.354245954216038,-1.9436506316151,-0.424345583496044,1.45522072442561,2.74873708374511
1.47165079410097,0.51946248164932,2.07205052867767,0.649450916062736,0,0.666828774065213,0.0765905644434528,-0.343592135468138
-1.09507990102475,-1.81811868577262,-0.50015012761185,-2.36163969477359,-0.97182531580755,0.666828774065213,0.0765905644434528,-0.343592135468138
0.416616903694279,0.51946248164932,-0.50015012761185,0.649450916062736,0,-0.424345583496044,0.0765905644434528,-0.343592135468138
-0.479097312663367,0.51946248164932,0.785950200532908,0.649450916062736,0,-1.5155199410573,0.0765905644434528,-0.343592135468138
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.484035743012604,0.51946248164932,-0.50015012761185,-0.354245954216038,0,-1.5155199410573,0.0765905644434528,2.74873708374511
-0.356094581570054,0.51946248164932,-0.50015012761185,-0.354245954216038,0,0.666828774065213,0.0765905644434528,-0.343592135468138
0.430587849436467,0.51946248164932,0.785950200532908,0.649450916062736,0.97182531580755,-0.424345583496044,-1.3020395955387,-0.343592135468138
-0.7444654280763,0.51946248164932,-1.78625045575661,0.649450916062736,-0.97182531580755,1.75800313162647,0.0765905644434528,-0.343592135468138
-0.923309781426694,0.51946248164932,-1.78625045575661,-2.36163969477359,-1.9436506316151,-1.5155199410573,0.0765905644434528,-0.343592135468138
0.62657492912433,-1.81811868577262,0.785950200532908,0.649450916062736,0.97182531580755,-0.424345583496044,1.45522072442561,-0.343592135468138
NA,NA,NA,NA,NA,NA,NA,NA
1.86675626996843,0.51946248164932,-0.50015012761185,-0.354245954216038,0.97182531580755,1.75800313162647,-1.3020395955387,-0.343592135468138
-0.669635000191184,-1.81811868577262,-0.50015012761185,-0.354245954216038,0.97182531580755,-0.424345583496044,-1.3020395955387,-0.343592135468138
NA,NA,NA,NA,NA,NA,NA,NA
1.13331851973007,0.51946248164932,-0.50015012761185,NA,-0.97182531580755,-0.424345583496044,-1.3020395955387,-0.343592135468138
-0.34972135801427,0.51946248164932,0.785950200532908,0.649450916062736,0.97182531580755,0.666828774065213,1.45522072442561,-0.343592135468138
