"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.26662151388331,-0.286212291364566,0.344728919832691,-1.23536477452052,1.57228244029884,0.834364049043722,-0.816496580927726,0.503097748586463,-0.729234492969466,1.493825319275,-0.465130254709532
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.901810056442989,-0.286212291364566,0.344728919832691,-0.39307061007471,0.729988275853032,0.834364049043722,0.408248290463863,0.503097748586463,0.833410849107961,3.33237955838268,-0.465130254709532
0.490272477359102,1.24025326257979,0.344728919832691,1.2915177188169,-0.112305888592774,0.834364049043722,0.408248290463863,-0.440210530013156,0.833410849107961,-0.344728919832691,-0.465130254709532
-0.671799299228819,-1.81267784530892,-1.493825319275,-1.23536477452052,-0.112305888592774,0.834364049043722,-0.816496580927726,-1.38351880861277,-0.729234492969466,-0.344728919832691,2.01556443707464
-0.206750608225816,-0.286212291364566,0.344728919832691,-0.39307061007471,1.57228244029884,0.834364049043722,0.408248290463863,-1.38351880861277,-0.729234492969466,-0.344728919832691,-0.465130254709532
1.71586494491924,-0.286212291364566,0.344728919832691,1.2915177188169,-0.954600053038581,0.834364049043722,0.408248290463863,0.503097748586463,-0.729234492969466,-0.344728919832691,-0.465130254709532
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.35395574315651,-0.286212291364566,0.344728919832691,0.449223554371097,-0.954600053038581,0.834364049043722,1.63299316185545,1.44640602718608,0.833410849107961,-0.344728919832691,-0.465130254709532
0.677775426289432,-0.286212291364566,0.344728919832691,0.449223554371097,-0.954600053038581,-0.945612588916218,-0.816496580927726,-0.440210530013156,-0.729234492969466,-0.344728919832691,-0.465130254709532
-1.30315562467766,-1.81267784530892,-3.33237955838268,-1.23536477452052,-0.112305888592774,-1.83560090789619,-2.04124145231931,-1.38351880861277,-2.29187983504689,-0.344728919832691,2.01556443707464
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.04619706444046,-0.286212291364566,0.344728919832691,NA,NA,-1.83560090789619,NA,NA,NA,-0.344728919832691,2.01556443707464
-0.840395761637936,-0.286212291364566,0.344728919832691,0.449223554371097,-0.112305888592774,-0.945612588916218,-0.816496580927726,0.503097748586463,0.833410849107961,-0.344728919832691,-0.465130254709532
1.23488077893544,1.24025326257979,0.344728919832691,1.2915177188169,0.729988275853032,-0.0556242699362481,0.408248290463863,0.503097748586463,0.833410849107961,-0.344728919832691,-0.465130254709532
-0.814385713077241,1.24025326257979,0.344728919832691,-1.23536477452052,-0.954600053038581,-0.945612588916218,-0.816496580927726,-1.38351880861277,-0.729234492969466,-0.344728919832691,-0.465130254709532
0.555837879387482,1.24025326257979,0.344728919832691,1.2915177188169,-0.954600053038581,-0.0556242699362481,1.63299316185545,1.44640602718608,0.833410849107961,-0.344728919832691,-0.465130254709532
0.726104494971815,1.24025326257979,0.344728919832691,-0.39307061007471,-0.954600053038581,0.834364049043722,0.408248290463863,0.503097748586463,0.833410849107961,-0.344728919832691,-0.465130254709532
0.29642389659521,-0.286212291364566,0.344728919832691,-0.39307061007471,1.57228244029884,-0.0556242699362481,0.408248290463863,0.503097748586463,0.833410849107961,-0.344728919832691,-0.465130254709532
