"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
0.157999601611115,NA,0.091901827761726,-0.0786889475364631,1.9122041415176,-0.921883021609123
-0.400411096102987,0.258198889747162,0.091901827761726,1.25902316058341,-0.588370505082338,0.502845284514068
-0.155980211768098,0.258198889747162,0.091901827761726,-0.0786889475364631,-1.83865782838231,-0.921883021609123
2.20966142188216,0.258198889747162,0.091901827761726,-2.75411316377622,1.9122041415176,-2.34661132773231
-0.318784470907529,0.258198889747162,0.091901827761726,-1.41640105565634,-0.588370505082338,-0.921883021609123
-2.19883448295792,NA,NA,-0.0786889475364631,-0.588370505082338,0.502845284514068
NA,NA,NA,NA,NA,NA
0.537167246588647,0.258198889747162,-1.37852741642589,-0.0786889475364631,-0.588370505082338,-0.921883021609123
-0.187773549948252,0.258198889747162,0.091901827761726,-0.0786889475364631,0.66191681821763,0.502845284514068
-0.593160018873716,0.258198889747162,0.091901827761726,-0.0786889475364631,-0.588370505082338,0.502845284514068
0.406837552383717,0.258198889747162,-1.37852741642589,-0.0786889475364631,0.66191681821763,0.502845284514068
-0.316835040793728,0.258198889747162,-1.37852741642589,-0.0786889475364631,-0.588370505082338,0.502845284514068
-0.557678109988128,-3.61478445646026,1.56233107194934,1.25902316058341,-0.588370505082338,0.502845284514068
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.711602555067053,0.258198889747162,1.56233107194934,1.25902316058341,0.66191681821763,0.502845284514068
1.73567883217783,0.258198889747162,-1.37852741642589,-0.0786889475364631,0.66191681821763,0.502845284514068
-0.308640803494456,0.258198889747162,0.091901827761726,-0.0786889475364631,-0.588370505082338,-0.921883021609123
-0.303747516016581,0.258198889747162,1.56233107194934,1.25902316058341,-0.588370505082338,1.92757359063726
1.00610320127499,0.258198889747162,0.091901827761726,-0.0786889475364631,0.66191681821763,0.502845284514068
