"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.44740381839642,NA,-0.121987509118567,NA,NA,-0.3659625273557,0.951302988308988,-0.0786889475364631,NA,NA,2.65684465662029,3.88057000058133
-0.0443728041620626,0.258198889747162,0.853912563829966,0.460566186471839,0.658280588604383,1.0978875820671,0.951302988308988,1.25902316058341,1.56233107194934,-0.559016994374947,-0.354245954216038,-0.242535625036333
-0.778280625110339,0.258198889747162,0.853912563829966,-0.921132372943676,0.658280588604383,1.0978875820671,0.951302988308988,-0.0786889475364631,0.091901827761726,-0.559016994374947,-0.354245954216038,-0.242535625036333
0.435584063353742,0.258198889747162,NA,1.84226474588735,0.658280588604383,1.0978875820671,0.951302988308988,-2.75411316377622,1.56233107194934,1.67705098312484,-0.354245954216038,-0.242535625036333
1.56478567649368,0.258198889747162,-1.0978875820671,-0.921132372943676,-1.97484176581315,-1.8298126367785,-1.20498378519138,-1.41640105565634,-1.37852741642589,-0.559016994374947,-0.354245954216038,-0.242535625036333
0.445962193683844,NA,-2.07378765501563,NA,NA,NA,-2.28312717194157,-0.0786889475364631,-1.37852741642589,-0.559016994374947,-0.354245954216038,-0.242535625036333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.07070990190011,0.258198889747162,-1.0978875820671,-0.921132372943676,-1.97484176581315,-1.8298126367785,-1.20498378519138,-0.0786889475364631,-1.37852741642589,-0.559016994374947,-0.354245954216038,-0.242535625036333
0.382052443190477,0.258198889747162,0.853912563829966,-0.921132372943676,0.658280588604383,-0.3659625273557,-0.126840398441198,-0.0786889475364631,0.091901827761726,-0.559016994374947,-0.354245954216038,-0.242535625036333
-0.715138433875613,0.258198889747162,0.853912563829966,0.460566186471839,0.658280588604383,-0.3659625273557,-0.126840398441198,-0.0786889475364631,0.091901827761726,-0.559016994374947,-0.354245954216038,-0.242535625036333
-0.108791307205526,0.258198889747162,-1.0978875820671,0.460566186471839,0.658280588604383,1.0978875820671,0.951302988308988,-0.0786889475364631,0.091901827761726,-0.559016994374947,-0.354245954216038,-0.242535625036333
-1.16162884764157,0.258198889747162,0.853912563829966,0.460566186471839,0.658280588604383,-0.3659625273557,-0.126840398441198,-0.0786889475364631,0.091901827761726,-0.559016994374947,2.65684465662029,-0.242535625036333
-1.17023806067468,-3.61478445646026,-0.121987509118567,1.84226474588735,0.658280588604383,1.0978875820671,0.951302988308988,1.25902316058341,0.091901827761726,1.67705098312484,-0.354245954216038,-0.242535625036333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.95819956859846,0.258198889747162,0.853912563829966,-0.921132372943676,0.658280588604383,1.0978875820671,0.951302988308988,1.25902316058341,0.091901827761726,1.67705098312484,-0.354245954216038,-0.242535625036333
0.0518711841184909,0.258198889747162,0.853912563829966,-0.921132372943676,NA,-0.3659625273557,-0.126840398441198,-0.0786889475364631,0.091901827761726,-0.559016994374947,-0.354245954216038,-0.242535625036333
0.0644475567650413,0.258198889747162,-1.0978875820671,-0.921132372943676,-0.658280588604383,-0.3659625273557,-1.20498378519138,-0.0786889475364631,-1.37852741642589,-0.559016994374947,-0.354245954216038,-0.242535625036333
0.00509901762470423,0.258198889747162,0.853912563829966,0.460566186471839,-0.658280588604383,-0.3659625273557,-0.126840398441198,1.25902316058341,1.56233107194934,1.67705098312484,-0.354245954216038,-0.242535625036333
1.3635414285346,0.258198889747162,-0.121987509118567,0.460566186471839,-0.658280588604383,-0.3659625273557,-0.126840398441198,-0.0786889475364631,0.091901827761726,-0.559016994374947,-0.354245954216038,-0.242535625036333
