"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22c_num"
-0.811928189960862,-0.172647645878269,-0.124665958689159,-0.46400581855648
NA,NA,NA,NA
-1.35605642379038,-1.22181410929236,-2.28554257596791,-1.57480762661593
-1.2692344099031,-1.22181410929236,-1.20510426732853,0.646795989502972
1.96831825063732,1.92568528094992,0.955772349950215,NA
-1.44170217025775,0.876518817535826,-0.124665958689159,1.75759779756242
-1.72966532986218,-0.172647645878269,-0.124665958689159,-0.46400581855648
-1.2242777382315,-1.22181410929236,-0.124665958689159,0.646795989502972
-0.8741232456895,-0.172647645878269,-0.124665958689159,-0.46400581855648
1.79931371759605,0.876518817535826,0.955772349950215,-0.46400581855648
NA,NA,NA,NA
-0.718188355630912,-0.172647645878269,0.955772349950215,0.646795989502972
-0.116177157029826,1.92568528094992,0.955772349950215,0.646795989502972
-0.576916956515594,-1.22181410929236,-0.124665958689159,-0.46400581855648
-0.864572447621766,-1.22181410929236,-2.28554257596791,-1.57480762661593
-0.903389676154994,-0.172647645878269,0.955772349950215,-0.46400581855648
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.24095693143798,0.876518817535826,0.955772349950215,-0.46400581855648
-1.92657594962906,-1.22181410929236,0.955772349950215,1.75759779756242
0.0689747580199733,-0.172647645878269,-0.124665958689159,-0.46400581855648
0.122412239296554,-0.172647645878269,-0.124665958689159,-0.46400581855648
-0.89892317907426,-0.172647645878269,-1.20510426732853,1.75759779756242
-0.748136819361885,-0.172647645878269,-1.20510426732853,0.646795989502972
NA,NA,NA,NA
-0.420182653140511,-1.22181410929236,-0.124665958689159,0.646795989502972
1.96977742775222,0.876518817535826,-0.124665958689159,-0.46400581855648
-0.195457356867356,-0.172647645878269,-1.20510426732853,0.646795989502972
1.04762321867089,-0.172647645878269,-0.124665958689159,0.646795989502972
-1.6846963012154,-1.22181410929236,-2.28554257596791,-0.46400581855648
NA,NA,NA,NA
0.640548237408051,-0.172647645878269,-0.124665958689159,-1.57480762661593
NA,NA,NA,NA
0.399281391801814,-0.172647645878269,0.955772349950215,-0.46400581855648
NA,NA,NA,NA
1.06624170417224,0.876518817535826,0.955772349950215,-0.46400581855648
0.99949981981095,1.92568528094992,0.955772349950215,-0.46400581855648
0.0917854650911747,-1.22181410929236,0.955772349950215,-0.46400581855648
0.811588935327408,0.876518817535826,-0.124665958689159,-0.46400581855648
-0.255660696946236,-0.172647645878269,-1.20510426732853,1.75759779756242
1.0457513499819,NA,NA,NA
-1.13953887263975,-0.172647645878269,-0.124665958689159,-0.46400581855648
-0.298140097850662,0.876518817535826,-0.124665958689159,-0.46400581855648
0.486107106053715,-1.22181410929236,0.955772349950215,-0.46400581855648
NA,NA,NA,NA
0.580814395106784,-1.22181410929236,0.955772349950215,-0.46400581855648
