"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA
-0.038448388259229,0.578088097310734,-0.758130318864423,-1.06034835046725,0.869226987360353,1.06241530827773,-0.235702260395516
-1.13792505089017,-0.825840139015334,-0.758130318864423,-2.33276637102796,-3.04229445576124,-0.303547230936496,-0.235702260395516
-0.413457152366735,0.578088097310734,0.0505420212576282,0.21206967009345,-0.434613493680177,-0.303547230936496,-0.235702260395516
0.290543609191584,0.578088097310734,-0.758130318864423,0.21206967009345,-0.434613493680177,-0.303547230936496,-0.235702260395516
-0.99891606214126,0.578088097310734,NA,0.21206967009345,-0.434613493680177,-0.303547230936496,-0.235702260395516
-1.40072527836329,-2.2297683753414,NA,0.21206967009345,-0.434613493680177,-0.303547230936496,4.00693842672377
0.621181815487225,0.578088097310734,0.0505420212576282,0.21206967009345,0.869226987360353,1.06241530827773,-0.235702260395516
2.40732745042853,-0.825840139015334,-0.758130318864423,1.48448769065415,0.869226987360353,1.06241530827773,-0.235702260395516
1.16804232192698,0.578088097310734,1.66788670150173,0.21206967009345,-0.434613493680177,-0.303547230936496,-0.235702260395516
-0.940598362749944,0.578088097310734,-0.758130318864423,0.21206967009345,-0.434613493680177,-0.303547230936496,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA
-0.126738138933225,-2.2297683753414,0.859214361379679,0.21206967009345,-0.434613493680177,-0.303547230936496,-0.235702260395516
-0.847669841039366,-0.825840139015334,-0.758130318864423,-2.33276637102796,0.869226987360353,-3.03547230936495,-0.235702260395516
-0.0421987334919154,NA,0.859214361379679,0.21206967009345,-0.434613493680177,-0.303547230936496,-0.235702260395516
-0.667339994458687,0.578088097310734,-0.758130318864423,1.48448769065415,-0.434613493680177,-0.303547230936496,-0.235702260395516
1.06289849557036,0.578088097310734,1.66788670150173,0.21206967009345,0.869226987360353,1.06241530827773,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.583212421219466,0.578088097310734,-0.758130318864423,0.21206967009345,0.869226987360353,1.06241530827773,-0.235702260395516
0.981681157379439,0.578088097310734,-0.758130318864423,0.21206967009345,0.869226987360353,-0.303547230936496,-0.235702260395516
0.665554573929177,0.578088097310734,1.66788670150173,0.21206967009345,0.869226987360353,1.06241530827773,-0.235702260395516
