"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-1.07757435967522,0.540061724867322,0.540061724867322,-1.50088626300199,0.643796306459214,0,0.935414346693485,1.3228756555323,1.41019018704442,1.76776695296637,1.04850320665174,0.935414346693485,1.04850320665174,1.20761472884912,2.47487373415292,1.41019018704442,-1.22474487139159,1.06066017177982,1.62018517460197
1.21476496349587,-1.62018517460197,0.540061724867322,0.682221028637269,0.643796306459214,1.08012344973464,-0.935414346693485,0,0.282038037408883,-1.06066017177982,-1.34807555140938,-0.935414346693485,-1.34807555140938,-0.724568837309472,-0.353553390593274,1.41019018704442,1.22474487139159,-1.76776695296637,-0.540061724867322
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44656897831909,-1.62018517460197,-1.62018517460197,-0.409332617182361,-0.214598768819738,1.08012344973464,-0.935414346693485,-1.3228756555323,-0.846114112226649,0.353553390593274,-0.14978617237882,-0.935414346693485,-0.14978617237882,-0.724568837309472,-0.353553390593274,0.282038037408883,0,1.06066017177982,-0.540061724867322
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.666576970489195,0.540061724867322,0.540061724867322,0.682221028637269,-1.93138891937764,-1.08012344973464,-0.935414346693485,0,-0.846114112226649,0.353553390593274,-0.14978617237882,-0.935414346693485,-0.14978617237882,-0.724568837309472,-0.353553390593274,-0.846114112226649,-1.22474487139159,-0.353553390593274,-0.540061724867322
-0.710744885881573,0.540061724867322,0.540061724867322,0.682221028637269,0.643796306459214,-1.08012344973464,0.935414346693485,0,0.282038037408883,0.353553390593274,1.04850320665174,-0.935414346693485,1.04850320665174,-0.724568837309472,-0.353553390593274,-0.846114112226649,0,-0.353553390593274,-0.540061724867322
-1.22449029961857,0.540061724867322,0.540061724867322,-1.50088626300199,0.643796306459214,-1.08012344973464,0.935414346693485,1.3228756555323,1.41019018704442,0.353553390593274,1.04850320665174,0.935414346693485,1.04850320665174,1.20761472884912,-0.353553390593274,-0.846114112226649,NA,1.06066017177982,1.62018517460197
1.20278443065817,0.540061724867322,-1.62018517460197,0.682221028637269,-1.07299384409869,1.08012344973464,0.935414346693485,0,-0.846114112226649,-1.06066017177982,-0.14978617237882,0.935414346693485,-0.14978617237882,1.20761472884912,-0.353553390593274,0.282038037408883,1.22474487139159,-0.353553390593274,-0.540061724867322
-0.517885797786956,0.540061724867322,0.540061724867322,0.682221028637269,0.643796306459214,0,-0.935414346693485,-1.3228756555323,-0.846114112226649,-1.06066017177982,-1.34807555140938,0.935414346693485,-1.34807555140938,-0.724568837309472,-0.353553390593274,-0.846114112226649,0,-0.353553390593274,-0.540061724867322
