"PROFICIENCIA_MT_SAEB","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23g_num"
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.676987747127093,0.902487381086328,-0.0438817800603255,1.23673642892626
NA,NA,NA,NA
-1.1683808699103,0.902487381086328,-0.0438817800603255,1.23673642892626
-0.841526954300205,-0.174674976984451,-0.0438817800603255,0.164898190523501
-0.547678034484117,-0.174674976984451,-0.0438817800603255,1.23673642892626
NA,NA,NA,NA
0.896917344274885,-1.25183733505523,-1.75527120241303,-1.97877828628201
-0.940162294195889,0.902487381086328,-0.0438817800603255,-0.906940047879256
0.342789088919998,0.902487381086328,-0.0438817800603255,-0.906940047879256
0.163313013524418,NA,-0.0438817800603255,0.164898190523501
NA,NA,NA,NA
NA,-0.174674976984451,-0.0438817800603255,1.23673642892626
1.57544295670824,-0.174674976984451,-0.0438817800603255,0.164898190523501
-0.855047446221573,0.902487381086328,1.66750764229238,0.164898190523501
1.40811971266194,0.902487381086328,-0.0438817800603255,1.23673642892626
1.25454804739653,0.902487381086328,-1.75527120241303,-0.906940047879256
1.08577470593212,NA,NA,NA
NA,NA,NA,NA
-0.737318535005257,NA,NA,NA
0.398354919833922,-0.174674976984451,-0.0438817800603255,-0.906940047879256
NA,NA,NA,NA
NA,NA,NA,NA
0.150268371480865,NA,NA,NA
-0.690678118393402,-1.25183733505523,-0.0438817800603255,0.164898190523501
-1.21423817000492,0.902487381086328,-0.0438817800603255,0.164898190523501
3.17645647418698,NA,-0.0438817800603255,0.164898190523501
0.220348919774682,-1.25183733505523,-0.0438817800603255,-0.906940047879256
-1.44061321292276,0.902487381086328,-0.0438817800603255,1.23673642892626
1.85428504089473,-2.32899969312601,-0.0438817800603255,-1.97877828628201
NA,NA,NA,NA
-0.743584807943066,0.902487381086328,1.66750764229238,0.164898190523501
-0.0217573706018769,-1.25183733505523,-1.75527120241303,-1.97877828628201
0.20778640702172,0.902487381086328,-1.75527120241303,-1.97877828628201
NA,NA,NA,NA
-0.207673330173208,0.902487381086328,1.66750764229238,0.164898190523501
NA,NA,NA,NA
0.120369651464807,0.902487381086328,1.66750764229238,0.164898190523501
0.17500995056745,0.902487381086328,-0.0438817800603255,1.23673642892626
0.0952121562550949,-1.25183733505523,-0.0438817800603255,1.23673642892626
-1.55968605255327,-1.25183733505523,-0.0438817800603255,-0.906940047879256
-1.03618220280344,0.902487381086328,1.66750764229238,1.23673642892626
0.181336179606611,-1.25183733505523,-1.75527120241303,0.164898190523501
-1.56114739034372,0.902487381086328,-0.0438817800603255,0.164898190523501
-1.01838634699443,0.902487381086328,1.66750764229238,1.23673642892626
0.589777745637054,-0.174674976984451,1.66750764229238,0.164898190523501
0.764034221175367,0.902487381086328,-0.0438817800603255,0.164898190523501
0.168817376929774,-0.174674976984451,-0.0438817800603255,0.164898190523501
NA,NA,NA,NA
-0.316961459204492,-0.174674976984451,-0.0438817800603255,0.164898190523501
0.269581035516775,-1.25183733505523,-1.75527120241303,-0.906940047879256
NA,NA,NA,NA
0.466876698879263,-1.25183733505523,-0.0438817800603255,0.164898190523501
0.0125903245397645,-1.25183733505523,-0.0438817800603255,-0.906940047879256
