"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.757510593404975,0.242535625036333,0.53383704392892,0.875765351865846,0.788254419105764,1.52255765676766,0.190590624965622,-0.869226987360354,-0.418452624772753,-0.235702260395516
1.46361084017075,-1.13183291683622,-1.21326600892936,-0.557305223914629,-0.630603535284612,-1.52255765676766,-1.52472499972497,-0.869226987360354,-0.418452624772753,-0.235702260395516
-1.78088038734668,1.61690416690889,0.53383704392892,0.875765351865846,-0.630603535284612,-0.507519218922552,0.190590624965622,1.08653373420044,3.13839468579565,4.00693842672377
0.691258178019977,-1.13183291683622,1.40738857035806,0.875765351865846,-0.630603535284612,-0.507519218922552,0.190590624965622,1.08653373420044,-0.418452624772753,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.216808752772537,0.242535625036333,-1.21326600892936,-0.557305223914629,0.788254419105764,0.507519218922552,-1.52472499972497,-0.869226987360354,-0.418452624772753,-0.235702260395516
1.91522773869703,-1.13183291683622,-1.21326600892936,-0.557305223914629,-0.630603535284612,-0.507519218922552,0.190590624965622,-0.869226987360354,-0.418452624772753,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.204382583379634,-1.13183291683622,-0.339714482500222,0.875765351865846,-0.630603535284612,-0.507519218922552,-1.52472499972497,-0.869226987360354,1.35997103051145,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.209263920262156,1.61690416690889,-1.21326600892936,0.875765351865846,0.788254419105764,0.507519218922552,0.190590624965622,-0.869226987360354,-0.418452624772753,-0.235702260395516
-0.981991847898816,0.242535625036333,-0.339714482500222,-0.557305223914629,0.788254419105764,0.507519218922552,0.190590624965622,-0.869226987360354,-0.418452624772753,-0.235702260395516
0.631192804967377,-1.13183291683622,-0.339714482500222,-0.557305223914629,-0.630603535284612,-0.507519218922552,0.190590624965622,-0.869226987360354,-0.418452624772753,-0.235702260395516
-1.49510623531693,0.242535625036333,1.40738857035806,0.875765351865846,-0.630603535284612,-1.52255765676766,0.190590624965622,1.08653373420044,1.35997103051145,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.374516392445661,0.242535625036333,-0.339714482500222,-1.99037579969511,-0.630603535284612,1.52255765676766,0.190590624965622,1.08653373420044,-0.418452624772753,-0.235702260395516
-0.262875157427113,NA,0.53383704392892,0.875765351865846,-0.630603535284612,-0.507519218922552,1.90590624965622,1.08653373420044,-0.418452624772753,-0.235702260395516
1.04384245332409,1.61690416690889,-0.339714482500222,-0.557305223914629,-0.630603535284612,-0.507519218922552,0.190590624965622,-0.869226987360354,NA,-0.235702260395516
1.09686210216602,0.242535625036333,-1.21326600892936,-0.557305223914629,-0.630603535284612,-0.507519218922552,-1.52472499972497,1.08653373420044,-0.418452624772753,-0.235702260395516
-0.760800871799512,0.242535625036333,1.40738857035806,0.875765351865846,2.20711237349614,1.52255765676766,0.190590624965622,1.08653373420044,-0.418452624772753,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.221078940979278,0.242535625036333,1.40738857035806,-1.99037579969511,-0.630603535284612,-0.507519218922552,0.190590624965622,-0.869226987360354,-0.418452624772753,-0.235702260395516
-0.325811219203274,-1.13183291683622,0.53383704392892,0.875765351865846,2.20711237349614,1.52255765676766,1.90590624965622,1.08653373420044,-0.418452624772753,-0.235702260395516
