"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q22d_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num"
NA,NA,NA,NA,NA
-0.0540598241738711,0.612372435695794,0.788254419105764,0.987375508236473,0.190590624965622
1.30478449254943,0.612372435695794,-0.630603535284612,0.987375508236473,-1.52472499972497
0.343282449047388,0.612372435695794,-0.630603535284612,-1.23421938529559,0.190590624965622
0.700913524460249,0.612372435695794,-0.630603535284612,0.987375508236473,0.190590624965622
NA,NA,NA,NA,NA
-0.179621179846999,-1.83711730708738,0.788254419105764,-0.123421938529559,-1.52472499972497
0.215210684749612,0.612372435695794,-0.630603535284612,-0.123421938529559,0.190590624965622
NA,NA,NA,NA,NA
0.0961563414121286,0.612372435695794,-0.630603535284612,-1.23421938529559,-1.52472499972497
NA,NA,NA,NA,NA
-1.37538346381385,NA,0.788254419105764,0.987375508236473,0.190590624965622
-0.963881281579254,-0.612372435695794,0.788254419105764,-0.123421938529559,0.190590624965622
-0.573000554926197,-1.83711730708738,-0.630603535284612,-1.23421938529559,0.190590624965622
-2.01611632786641,0.612372435695794,-0.630603535284612,-1.23421938529559,0.190590624965622
NA,NA,NA,NA,NA
0.2940667270566,0.612372435695794,-0.630603535284612,0.987375508236473,0.190590624965622
-0.510750254167175,NA,-0.630603535284612,-1.23421938529559,1.90590624965622
2.57423240029877,0.612372435695794,-0.630603535284612,-0.123421938529559,0.190590624965622
0.441198859335409,0.612372435695794,-0.630603535284612,0.987375508236473,-1.52472499972497
0.0651471129893321,0.612372435695794,2.20711237349614,0.987375508236473,0.190590624965622
NA,NA,NA,NA,NA
-0.45068609030923,-0.612372435695794,-0.630603535284612,-1.23421938529559,0.190590624965622
0.0885063847840624,-1.83711730708738,2.20711237349614,0.987375508236473,1.90590624965622
