"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num"
-0.748580181969453,-0.76924423603812,-0.196494372972965,-1.84710345652806,-0.971640202153476
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.786898653956499,-0.76924423603812,-0.196494372972965,-0.77772777116971,0.153416874024233
1.25171859742505,1.71600637270042,-0.196494372972965,-1.84710345652806,-0.971640202153476
-0.585274420845187,-0.76924423603812,1.17896623783779,1.36102359954699,1.27847395020194
-0.564064913606459,-0.76924423603812,-0.196494372972965,0.291647914188641,-0.971640202153476
1.6392227628247,0.473381068331151,1.17896623783779,-0.77772777116971,-0.971640202153476
2.28554831450203,-0.76924423603812,-0.196494372972965,-0.77772777116971,-0.971640202153476
-1.4339789025194,-2.01186954040739,-1.57195498378372,1.36102359954699,1.27847395020194
-0.776557515413368,NA,NA,NA,NA
0.994686682076415,0.473381068331151,1.17896623783779,-0.77772777116971,-0.971640202153476
0.570853704767781,0.473381068331151,-0.196494372972965,-0.77772777116971,-0.971640202153476
-0.0531467393650405,0.473381068331151,-0.196494372972965,0.291647914188641,0.153416874024233
NA,NA,NA,NA,NA
-1.43394411890842,-0.76924423603812,-1.57195498378372,1.36102359954699,1.27847395020194
-0.248163860542387,1.71600637270042,-0.196494372972965,0.291647914188641,0.153416874024233
0.559831189574491,NA,NA,0.291647914188641,0.153416874024233
-0.558593122358022,0.473381068331151,1.17896623783779,-0.77772777116971,0.153416874024233
0.00867632699664183,0.473381068331151,1.17896623783779,0.291647914188641,0.153416874024233
0.0553594300549675,-0.76924423603812,-1.57195498378372,0.291647914188641,0.153416874024233
0.0640097678043512,-0.76924423603812,-0.196494372972965,0.291647914188641,1.27847395020194
NA,NA,NA,NA,NA
-0.320440843501234,0.473381068331151,1.17896623783779,1.36102359954699,1.27847395020194
0.893994389004578,1.71600637270042,-0.196494372972965,0.291647914188641,-2.09669727833118
-1.57349340727841,-0.76924423603812,-1.57195498378372,1.36102359954699,1.27847395020194
0.759235515232866,0.473381068331151,1.17896623783779,-0.77772777116971,0.153416874024233
