"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23g_num"
-0.0619889587921493,1.03711607648207,1.5,1.12464311423107,-0.843274042711568,-0.438397299480953,-1.01418510567422,-0.935414346693485,-0.800326730665041,-1.539600717839,1.26131244777378,-0.471404520791032
0.914294184714643,-1.9260727134667,0,-0.42174116783665,1.05409255338946,0.547996624351191,1.52127765851133,0.935414346693485,0.228664780190012,0.769800358919501,-0.720749970156447,0.942809041582063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.906055415176575,-0.444478318492315,-1.5,1.12464311423107,-0.843274042711568,0.547996624351191,0.253546276418555,0.935414346693485,1.25765629104507,0.769800358919501,-0.720749970156447,-0.471404520791032
-0.609885561907224,1.03711607648207,0,-0.42174116783665,1.05409255338946,0.547996624351191,-1.01418510567422,-0.935414346693485,0.228664780190012,0.769800358919501,-0.720749970156447,NA
-0.846491958358342,1.03711607648207,1.5,-1.96812544990437,1.05409255338946,-0.438397299480953,-1.01418510567422,-0.935414346693485,0.228664780190012,-1.539600717839,-0.720749970156447,-0.471404520791032
-1.21659410939624,NA,NA,-0.42174116783665,NA,NA,NA,NA,NA,NA,1.26131244777378,0.942809041582063
-1.5354555610828,-0.444478318492315,0,-0.42174116783665,1.05409255338946,-2.41118514714524,-1.01418510567422,NA,-1.82931824152009,-0.384900179459751,1.26131244777378,0.942809041582063
0.0297750845377974,-0.444478318492315,0,1.12464311423107,-0.843274042711568,0.547996624351191,1.52127765851133,-0.935414346693485,-0.800326730665041,0.769800358919501,-0.720749970156447,-0.471404520791032
0.756854260637809,1.03711607648207,0,1.12464311423107,-0.843274042711568,0.547996624351191,0.253546276418555,0.935414346693485,1.25765629104507,0.769800358919501,1.26131244777378,0.942809041582063
-0.0214597091501407,-0.444478318492315,0,-0.42174116783665,NA,NA,0.253546276418555,NA,NA,NA,-0.720749970156447,NA
1.68489691362007,-0.444478318492315,-1.5,-0.42174116783665,-0.843274042711568,0.547996624351191,0.253546276418555,0.935414346693485,0.228664780190012,-0.384900179459751,-0.720749970156447,-1.88561808316413
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
