"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
1.52505428325709,0.711659994885488,1.12464311423107,-0.843274042711568,-2.00227143741574,-1.76383420737639,-1.03711607648207,-0.471404520791032,-0.948683298050514
-0.759912462899777,-1.11832284910577,-0.42174116783665,1.05409255338946,0.858116330321033,0.50395263067897,0.444478318492315,0.942809041582063,0.948683298050514
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.394449805568216,-0.20333142711014,1.12464311423107,-0.843274042711568,0.858116330321033,0.50395263067897,0.444478318492315,-0.471404520791032,0.948683298050514
-1.13679511249345,-1.11832284910577,-0.42174116783665,1.05409255338946,-0.572077553547355,0.50395263067897,-1.03711607648207,NA,-0.948683298050514
0.0340266333927883,-1.11832284910577,-1.96812544990437,1.05409255338946,-0.572077553547355,0.50395263067897,0.444478318492315,-0.471404520791032,0.948683298050514
-0.623119155404445,NA,-0.42174116783665,NA,0.858116330321033,NA,NA,0.942809041582063,NA
-1.80722106572746,-0.20333142711014,-0.42174116783665,1.05409255338946,0.858116330321033,NA,1.9260727134667,0.942809041582063,0.948683298050514
0.115325329340544,0.711659994885488,1.12464311423107,-0.843274042711568,0.858116330321033,-1.76383420737639,-1.03711607648207,-0.471404520791032,-0.948683298050514
0.365886654165762,1.62665141688112,1.12464311423107,-0.843274042711568,-0.572077553547355,0.50395263067897,0.444478318492315,0.942809041582063,0.948683298050514
0.779144795121243,NA,-0.42174116783665,NA,NA,0.50395263067897,-1.03711607648207,NA,-0.948683298050514
1.11316029567949,0.711659994885488,-0.42174116783665,-0.843274042711568,-0.572077553547355,0.50395263067897,0.444478318492315,-1.88561808316413,-0.948683298050514
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
