"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-1.46128976557915,0.267261241912425,0.277350098112615,-0.809173593712687,1.22474487139159,-0.75955452531275,-0.318297535060383,0,0,0,0,-0.889499179993322,-1.2152872405004,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.71902144238777,-3.47439614486152,0.277350098112615,-0.809173593712687,1.22474487139159,-0.75955452531275,-1.69758685365538,-1.73205080756888,-2.44948974278318,-1.73205080756888,-1.41421356237309,-0.889499179993322,-1.2152872405004,3.32820117735137
1.10015242644945,0.267261241912425,0.277350098112615,1.13284303119776,0,1.2152872405004,1.06099178353461,1.73205080756888,1.22474487139159,1.73205080756888,1.41421356237309,1.03774904332554,0.75955452531275,-0.277350098112614
-1.15633485933942,0.267261241912425,0.277350098112615,-0.809173593712687,-1.22474487139159,-0.75955452531275,-1.69758685365538,0,-1.22474487139159,-1.73205080756888,-1.41421356237309,1.03774904332554,0.75955452531275,-0.277350098112614
-0.0314339355245267,0.267261241912425,0.277350098112615,1.13284303119776,-1.22474487139159,1.2152872405004,1.06099178353461,0,0,0,0,1.03774904332554,0.75955452531275,-0.277350098112614
0.871880267428788,0.267261241912425,0.277350098112615,-0.809173593712687,0,-0.75955452531275,-0.318297535060383,0,0,0,0,1.03774904332554,0.75955452531275,-0.277350098112614
-0.0473803383514465,0.267261241912425,0.277350098112615,1.13284303119776,1.22474487139159,1.2152872405004,1.06099178353461,0,0,0,0,-0.889499179993322,0.75955452531275,-0.277350098112614
1.33374212456053,0.267261241912425,-3.32820117735137,-0.809173593712687,0,-0.75955452531275,-0.318297535060383,-1.73205080756888,0,0,0,-0.889499179993322,-1.2152872405004,-0.277350098112614
-0.327256327440967,0.267261241912425,0.277350098112615,-0.809173593712687,1.22474487139159,-0.75955452531275,-0.318297535060383,0,0,0,-1.41421356237309,-0.889499179993322,-1.2152872405004,-0.277350098112614
0.386188208051332,0.267261241912425,0.277350098112615,NA,-1.22474487139159,1.2152872405004,1.06099178353461,0,1.22474487139159,0,1.41421356237309,-0.889499179993322,0.75955452531275,NA
0.507315468058119,0.267261241912425,0.277350098112615,1.13284303119776,-1.22474487139159,-0.75955452531275,-0.318297535060383,0,0,0,0,1.03774904332554,0.75955452531275,-0.277350098112614
0.990430530544912,0.267261241912425,0.277350098112615,1.13284303119776,0,1.2152872405004,1.06099178353461,1.73205080756888,1.22474487139159,0,1.41421356237309,1.03774904332554,0.75955452531275,-0.277350098112614
0.559260121557362,0.267261241912425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.277350098112614
-1.00625247802721,0.267261241912425,0.277350098112615,-0.809173593712687,0,-0.75955452531275,-0.318297535060383,0,0,1.73205080756888,0,-0.889499179993322,-1.2152872405004,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
