"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q20_num"
0.710107047685592,0.266666666666667,-0.764719112901873,0.526211681908731,-1.82931824152009,0.957894944142799,-0.50395263067897,0.933333333333333,-0.474341649025257
-1.23726201463567,-0.933333333333333,0.611775290321498,1.3681503729627,NA,-1.1973686801785,1.76383420737639,-1.46666666666667,-0.474341649025257
-0.14178049489553,-0.933333333333333,-0.764719112901873,-1.15766570019921,0.228664780190012,-0.11973686801785,-0.50395263067897,0.933333333333333,-0.474341649025257
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.999649127745013,NA,NA,NA,-0.800326730665041,NA,NA,NA,-0.474341649025257
-0.847843905997518,1.46666666666667,-0.764719112901873,0.526211681908731,0.228664780190012,-1.1973686801785,-0.50395263067897,-0.266666666666667,-0.474341649025257
-0.274646038088309,0.266666666666667,1.98826969354487,NA,-0.800326730665041,0.957894944142799,1.76383420737639,-0.266666666666667,-0.474341649025257
-0.388971888426574,1.46666666666667,0.611775290321498,-1.15766570019921,0.228664780190012,-0.11973686801785,-0.50395263067897,0.933333333333333,-0.474341649025257
2.02302948492745,-0.933333333333333,-0.764719112901873,-1.15766570019921,0.228664780190012,0.957894944142799,-0.50395263067897,0.933333333333333,-0.474341649025257
0.923450015904494,-0.933333333333333,-0.764719112901873,0.526211681908731,1.25765629104507,-1.1973686801785,-0.50395263067897,-0.266666666666667,1.89736659610103
0.233566921271085,0.266666666666667,0.611775290321498,0.526211681908731,1.25765629104507,0.957894944142799,-0.50395263067897,-1.46666666666667,1.89736659610103
