"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
1.31277066750876,0.333333333333333,0.661437827766148,-0.764719112901873,0.526211681908731,0.957894944142799,0.761904761904762,0.764719112901872,1.05409255338946,0,-0.50395263067897,0,0.933333333333333,0.228664780190012,-1.33333333333333,-1.76383420737639
-1.44595850708386,0.333333333333333,NA,0.611775290321498,1.3681503729627,-1.1973686801785,0.761904761904762,0.764719112901872,1.05409255338946,1.41421356237309,1.76383420737639,2,-1.46666666666667,1.25765629104507,0.666666666666667,0.50395263067897
0.501574064785591,0.333333333333333,-0.661437827766148,-0.764719112901873,-1.15766570019921,-0.11973686801785,-0.0952380952380953,-0.611775290321498,-0.843274042711568,0,-0.50395263067897,0,0.933333333333333,0.228664780190012,-1.33333333333333,0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.40804407715218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.221454661106025,0.333333333333333,0.661437827766148,-0.764719112901873,0.526211681908731,-1.1973686801785,-1.80952380952381,-0.611775290321498,-0.843274042711568,-1.41421356237309,-0.50395263067897,-2,-0.266666666666667,-0.800326730665041,-1.33333333333333,-1.76383420737639
0.202303361774628,0.333333333333333,0.661437827766148,1.98826969354487,NA,0.957894944142799,0.761904761904762,0.764719112901872,1.05409255338946,-1.41421356237309,1.76383420737639,0,-0.266666666666667,-0.800326730665041,0.666666666666667,0.50395263067897
-0.402550193048255,0.333333333333333,0.661437827766148,0.611775290321498,-1.15766570019921,-0.11973686801785,-0.952380952380952,-0.611775290321498,-0.843274042711568,0,-0.50395263067897,0,0.933333333333333,0.228664780190012,0.666666666666667,0.50395263067897
1.50458394020545,0.333333333333333,0.661437827766148,-0.764719112901873,-1.15766570019921,0.957894944142799,-0.952380952380952,-1.98826969354487,-0.843274042711568,0,-0.50395263067897,0,0.933333333333333,0.228664780190012,0.666666666666667,0.50395263067897
0.155506185639044,0.333333333333333,-0.661437827766148,-0.764719112901873,0.526211681908731,-1.1973686801785,0.761904761904762,0.764719112901872,-0.843274042711568,1.41421356237309,-0.50395263067897,0,-0.266666666666667,-1.82931824152009,0.666666666666667,0.50395263067897
-0.641640103735193,-2.66666666666667,-1.98431348329844,0.611775290321498,0.526211681908731,0.957894944142799,0.761904761904762,0.764719112901872,1.05409255338946,0,-0.50395263067897,0,-1.46666666666667,1.25765629104507,0.666666666666667,0.50395263067897
