"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q19_num"
-1.20199869991527,-2.44494644409314,1.16879058371097,1.24316312101612,3.00840573236142
-1.05585156884468,-1.27271184761013,1.16879058371097,1.24316312101612,3.00840573236142
0.141575365559949,-1.27271184761013,1.16879058371097,1.24316312101612,-0.376050716545178
-0.370777999346413,-0.100477251127115,-0.194798430618495,0,-0.376050716545178
-1.21333660851124,-1.27271184761013,-0.194798430618495,0,-0.376050716545178
-1.10329156731303,1.0717573453559,1.16879058371097,1.24316312101612,-0.376050716545178
-0.243362051829206,-0.100477251127115,-2.92197645927742,-2.48632624203224,1.31617750790812
0.00129521508277236,-0.100477251127115,-0.194798430618495,1.24316312101612,-0.376050716545178
0.659939059709919,1.0717573453559,-0.194798430618495,0,-0.376050716545178
0.0731291741950494,-0.100477251127115,-0.194798430618495,0,-0.376050716545178
NA,NA,NA,NA,NA
-0.257536009954242,-1.27271184761013,1.16879058371097,1.24316312101612,-0.376050716545178
NA,NA,NA,NA,NA
-1.24968310989127,-0.100477251127115,-0.194798430618495,0,-0.376050716545178
-0.688721280932544,1.0717573453559,-0.194798430618495,-1.24316312101612,-0.376050716545178
-0.146786598638746,-2.44494644409314,-0.194798430618495,0,-0.376050716545178
0.334521057622236,1.0717573453559,1.16879058371097,-1.24316312101612,-0.376050716545178
-0.351148574956229,-0.100477251127115,-0.194798430618495,0,-0.376050716545178
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.04744748699141,1.0717573453559,-0.194798430618495,0,-0.376050716545178
-1.39592615614645,NA,NA,NA,-0.376050716545178
0.936621777804643,-0.100477251127115,-0.194798430618495,0,-0.376050716545178
-0.793910007549523,-0.100477251127115,-2.92197645927742,-2.48632624203224,-0.376050716545178
-0.796040638707924,-0.100477251127115,1.16879058371097,1.24316312101612,3.00840573236142
NA,NA,NA,NA,NA
-1.01898116539863,1.0717573453559,NA,NA,-0.376050716545178
0.100894373876756,NA,-0.194798430618495,0,-0.376050716545178
0.636862060973067,-0.100477251127115,-0.194798430618495,0,NA
1.66897136899199,-0.100477251127115,-0.194798430618495,-1.24316312101612,-0.376050716545178
0.348121602427686,1.0717573453559,-0.194798430618495,0,-0.376050716545178
1.99938180885027,-0.100477251127115,-0.194798430618495,0,-0.376050716545178
-0.195908631973787,1.0717573453559,1.16879058371097,0,-0.376050716545178
NA,NA,NA,NA,NA
-1.24385946334398,NA,NA,NA,NA
0.524917416174654,1.0717573453559,-0.194798430618495,0,-0.376050716545178
1.33481632470329,-0.100477251127115,-0.194798430618495,0,-0.376050716545178
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.0858780416972192,-0.100477251127115,-0.194798430618495,-1.24316312101612,-0.376050716545178
0.624356735046464,-0.100477251127115,1.16879058371097,0,-0.376050716545178
-0.0298031121386966,1.0717573453559,-0.194798430618495,1.24316312101612,-0.376050716545178
2.33166506569105,1.0717573453559,-0.194798430618495,0,-0.376050716545178
1.56047222075228,1.0717573453559,-0.194798430618495,0,-0.376050716545178
-1.64258101963118,-1.27271184761013,1.16879058371097,1.24316312101612,1.31617750790812
0.760394192266775,-0.100477251127115,-1.55838744494796,-1.24316312101612,-0.376050716545178
