"PROFICIENCIA_MT_SAEB","TX_RESP_Q22c_num","TX_RESP_Q23c_num","TX_RESP_Q20_num"
0.0249946795648976,0.780192049241489,1.34390838362953,-0.204124145231931
0.446350494105492,0.780192049241489,0.191986911947076,-0.204124145231931
1.20926923236241,0.780192049241489,0.191986911947076,-0.204124145231931
NA,NA,NA,NA
NA,NA,NA,NA
-1.26450243739296,-0.321255549687672,0.191986911947076,-0.204124145231931
1.27784149906974,-0.321255549687672,0.191986911947076,-0.204124145231931
-0.610186077895556,0.780192049241489,0.191986911947076,-0.204124145231931
-1.41272450297383,-1.42270314861683,0.191986911947076,-0.204124145231931
-2.487808698056,-1.42270314861683,-2.11185603141784,4.69485534033443
0.646131970923855,-0.321255549687672,0.191986911947076,-0.204124145231931
NA,NA,NA,NA
NA,NA,NA,NA
0.618546816962938,-0.321255549687672,-0.959934559735381,-0.204124145231931
NA,NA,NA,NA
0.4617200134917,-0.321255549687672,0.191986911947076,-0.204124145231931
1.57067303668269,0.780192049241489,1.34390838362953,-0.204124145231931
0.00964583107282339,-0.321255549687672,0.191986911947076,-0.204124145231931
0.46157516297236,-0.321255549687672,0.191986911947076,-0.204124145231931
NA,NA,NA,NA
NA,NA,NA,NA
0.362491453292652,-0.321255549687672,1.34390838362953,-0.204124145231931
NA,NA,NA,NA
-0.114476100741813,-0.321255549687672,0.191986911947076,-0.204124145231931
-0.749210243480656,-0.321255549687672,-0.959934559735381,-0.204124145231931
0.0712049878859864,-0.321255549687672,1.34390838362953,-0.204124145231931
0.340979623992758,1.88163964817065,0.191986911947076,-0.204124145231931
-0.806453225042477,-1.42270314861683,-2.11185603141784,-0.204124145231931
NA,NA,NA,NA
1.52680788757918,1.88163964817065,0.191986911947076,-0.204124145231931
NA,NA,NA,NA
0.116142709578383,-1.42270314861683,0.191986911947076,-0.204124145231931
NA,NA,NA,NA
-0.306483994726458,1.88163964817065,0.191986911947076,-0.204124145231931
-1.3925301192281,-0.321255549687672,-2.11185603141784,-0.204124145231931
