"PROFICIENCIA_MT_SAEB","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num"
0.526789904313677,-0.107453174634144,0.502188194262012,0.55192821787335,0.408248290463863,-0.565194165260439
NA,NA,NA,NA,NA,NA
0.0862957226454245,-1.39689127024387,-0.703063471966817,-0.717506683235354,-2.04124145231931,-1.69558249578132
NA,NA,NA,NA,NA,NA
-0.301251038094568,1.18198492097558,-0.703063471966817,-0.717506683235354,0.408248290463863,-0.565194165260439
0.312050558834955,-1.39689127024387,-1.90831513819565,-0.717506683235354,-0.816496580927726,-1.69558249578132
-1.92834986827793,-0.107453174634144,-0.703063471966817,-0.717506683235354,-0.816496580927726,-0.565194165260439
-0.439931781545123,-0.107453174634144,0.502188194262012,0.55192821787335,0.408248290463863,0.565194165260439
0.0604436306097342,-0.107453174634144,0.502188194262012,-0.717506683235354,0.408248290463863,-0.565194165260439
-0.464982480834905,-0.107453174634144,0.502188194262012,0.55192821787335,0.408248290463863,0.565194165260439
-1.08834732340592,1.18198492097558,1.70743986049084,1.82136311898205,1.63299316185545,1.69558249578132
-1.37038621366328,-0.107453174634144,0.502188194262012,NA,1.63299316185545,1.69558249578132
1.76544002188192,1.18198492097558,-0.703063471966817,-0.717506683235354,-0.816496580927726,-0.565194165260439
NA,NA,NA,NA,NA,NA
0.840571051052317,-0.107453174634144,-0.703063471966817,1.82136311898205,0.408248290463863,0.565194165260439
-0.15070161873799,-0.107453174634144,0.502188194262012,0.55192821787335,-0.816496580927726,0.565194165260439
0.673533423680769,-0.107453174634144,-0.703063471966817,-0.717506683235354,0.408248290463863,0.565194165260439
-0.234373520000247,1.18198492097558,1.70743986049084,1.82136311898205,1.63299316185545,1.69558249578132
0.184875862367713,-0.107453174634144,0.502188194262012,-0.717506683235354,-0.816496580927726,-0.565194165260439
-0.868315034940506,1.18198492097558,-0.703063471966817,0.55192821787335,-0.816496580927726,0.565194165260439
0.402461257454316,-2.6863293658536,-0.703063471966817,-1.98694158434406,0.408248290463863,-0.565194165260439
NA,NA,NA,NA,NA,NA
1.9936859113281,-0.107453174634144,-0.703063471966817,-0.717506683235354,-0.816496580927726,-0.565194165260439
-0.430554158895742,1.18198492097558,0.502188194262012,-0.717506683235354,0.408248290463863,-0.565194165260439
NA,NA,NA,NA,NA,NA
-1.41520532759704,-0.107453174634144,1.70743986049084,0.55192821787335,0.408248290463863,0.565194165260439
0.0294326835126917,1.18198492097558,0.502188194262012,0.55192821787335,0.408248290463863,0.565194165260439
NA,NA,NA,NA,NA,NA
-0.143618483370534,-0.107453174634144,0.502188194262012,0.55192821787335,0.408248290463863,0.565194165260439
NA,NA,NA,NA,NA,NA
1.96043682168214,-1.39689127024387,-1.90831513819565,-0.717506683235354,-2.04124145231931,-1.69558249578132
NA,NA,NA,NA,NA,NA
