"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23f_num"
0.574027286247977,-0.052731266350815,0.55192821787335,-0.565194165260439,-0.1427938056149,0.388576151492999
NA,NA,NA,NA,NA,NA
0.809342779095614,-1.26555039241955,-0.717506683235354,-1.69558249578132,-1.8563194729937,-0.943684939340142
NA,NA,NA,NA,NA,NA
1.52694085585228,-0.052731266350815,-0.717506683235354,-0.565194165260439,1.5707318617639,0.388576151492999
-1.35973301978704,-0.052731266350815,-0.717506683235354,-1.69558249578132,-0.1427938056149,0.388576151492999
-1.21497702299581,-1.26555039241955,-0.717506683235354,-0.565194165260439,-1.8563194729937,-2.27594603017328
-0.0146175716260731,-0.052731266350815,0.55192821787335,0.565194165260439,-0.1427938056149,1.72083724232614
0.402783131626536,-0.052731266350815,-0.717506683235354,-0.565194165260439,-0.1427938056149,0.388576151492999
-1.24151188005213,-0.052731266350815,0.55192821787335,0.565194165260439,-0.1427938056149,0.388576151492999
-0.650843977791196,-1.26555039241955,1.82136311898205,1.69558249578132,1.5707318617639,-0.943684939340142
0.0799363861852102,-0.052731266350815,NA,1.69558249578132,-0.1427938056149,0.388576151492999
0.42787587631037,1.16008785971792,-0.717506683235354,-0.565194165260439,-0.1427938056149,0.388576151492999
NA,NA,NA,NA,NA,NA
-0.835283083529923,-1.26555039241955,1.82136311898205,0.565194165260439,-0.1427938056149,0.388576151492999
-0.539942323567511,1.16008785971792,0.55192821787335,0.565194165260439,-0.1427938056149,-0.943684939340142
0.779358361125865,2.37290698578666,-0.717506683235354,0.565194165260439,-0.1427938056149,-0.943684939340142
-0.543718832050745,-0.052731266350815,1.82136311898205,1.69558249578132,-0.1427938056149,0.388576151492999
1.12726476968881,1.16008785971792,-0.717506683235354,-0.565194165260439,1.5707318617639,1.72083724232614
-1.49611376471271,-1.26555039241955,0.55192821787335,0.565194165260439,-1.8563194729937,-2.27594603017328
-0.17961360293656,-0.052731266350815,-1.98694158434406,-0.565194165260439,-0.1427938056149,-0.943684939340142
NA,NA,NA,NA,NA,NA
0.934026127360735,1.16008785971792,-0.717506683235354,-0.565194165260439,-0.1427938056149,0.388576151492999
-0.700504030215743,NA,-0.717506683235354,-0.565194165260439,-0.1427938056149,0.388576151492999
NA,NA,NA,NA,NA,NA
0.862025193423764,1.16008785971792,0.55192821787335,0.565194165260439,1.5707318617639,0.388576151492999
-1.52654481026593,-0.052731266350815,0.55192821787335,0.565194165260439,-0.1427938056149,0.388576151492999
NA,NA,NA,NA,NA,NA
0.997390035895751,-0.052731266350815,0.55192821787335,0.565194165260439,-0.1427938056149,0.388576151492999
NA,NA,NA,NA,NA,NA
1.78243311671844,-1.26555039241955,-0.717506683235354,-1.69558249578132,1.5707318617639,0.388576151492999
NA,NA,NA,NA,NA,NA
