"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num"
0.150018484064235,0.258198889747162,0.729234492969466,-0.887113912314933,0.734282307367161,1.27109853644857,0.141233170716508,0,0.112305888592775,-1.18321595661992
0.00205205709081424,0.258198889747162,-0.833410849107961,-0.887113912314933,0.734282307367161,0.141233170716508,-0.988632195015556,0,0.112305888592775,1.77482393492989
0.816070841684862,0.258198889747162,-0.833410849107961,0.574014884439074,0.734282307367161,0.141233170716508,0.141233170716508,0,0.112305888592775,0.295803989154981
0.701430411455097,0.258198889747162,-0.833410849107961,1.30457928281608,0.734282307367161,0.141233170716508,0.141233170716508,0,0.112305888592775,-1.18321595661992
0.780572356606328,0.258198889747162,-2.39605619118539,1.30457928281608,0.734282307367161,0.141233170716508,-0.988632195015556,0,1.79689421748439,0.295803989154981
0.105057178576407,0.258198889747162,0.729234492969466,-0.887113912314933,0.734282307367161,0.141233170716508,1.27109853644857,0,0.112305888592775,0.295803989154981
-1.20646243808908,0.258198889747162,0.729234492969466,0.574014884439074,-1.8357057684179,1.27109853644857,1.27109853644857,1.93649167310371,0.112305888592775,-1.18321595661992
-0.378561766492541,0.258198889747162,0.729234492969466,-0.887113912314933,-0.979043076489548,-2.11849756074762,-0.988632195015556,0,0.112305888592775,0.295803989154981
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.26955786440485,0.258198889747162,-0.833410849107961,1.30457928281608,-0.979043076489548,-0.988632195015556,-0.988632195015556,-1.93649167310371,NA,0.295803989154981
-0.355079996735916,NA,-0.833410849107961,NA,NA,1.27109853644857,1.27109853644857,0,0.112305888592775,0.295803989154981
1.44413712297281,-3.61478445646026,NA,NA,NA,-0.988632195015556,-0.988632195015556,0,0.112305888592775,1.77482393492989
-2.02948963024668,0.258198889747162,0.729234492969466,-0.887113912314933,-1.8357057684179,1.27109853644857,1.27109853644857,0,-1.57228244029884,-1.18321595661992
0.140625338685872,0.258198889747162,0.729234492969466,-0.887113912314933,0.734282307367161,-0.988632195015556,-0.988632195015556,-1.93649167310371,-1.57228244029884,0.295803989154981
0.741815660785503,0.258198889747162,0.729234492969466,-0.156549513937929,0.734282307367161,0.141233170716508,1.27109853644857,0,1.79689421748439,0.295803989154981
-1.68586574277121,0.258198889747162,0.729234492969466,-0.887113912314933,-0.122380384561194,0.141233170716508,-0.988632195015556,1.93649167310371,0.112305888592775,-1.18321595661992
-0.495877741991346,0.258198889747162,0.729234492969466,1.30457928281608,-0.122380384561194,-0.988632195015556,0.141233170716508,0,-1.57228244029884,NA
