"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q19_num"
-0.707854469447551,NA,1.00360007709949,0.960392076798049,NA
-0.430741583818963,-0.033277916281986,-0.564525043368462,-0.754593774627039,3.13774673061013
-1.53852408156767,1.36439456756143,-0.564525043368462,0.960392076798049,-0.495433694306862
1.75529019954731,-0.732114158203694,-0.564525043368462,-0.754593774627039,-0.495433694306862
1.40990651509679,-0.732114158203694,-0.564525043368462,0.960392076798049,-0.495433694306862
-0.196337971643527,NA,1.00360007709949,0.960392076798049,NA
1.01931482941328,-0.732114158203694,-0.564525043368462,-0.754593774627039,-0.495433694306862
-0.0091939590112845,1.36439456756143,-0.564525043368462,-0.754593774627039,-0.495433694306862
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.885166329082671,1.36439456756143,-2.13265016383641,-0.754593774627039,-0.495433694306862
1.29723719484983,-0.732114158203694,1.00360007709949,0.960392076798049,-0.495433694306862
-0.196416011349992,-0.732114158203694,-0.564525043368462,-0.754593774627039,-0.495433694306862
NA,NA,NA,NA,NA
0.502105116446641,-0.732114158203694,-0.564525043368462,0.960392076798049,-0.495433694306862
-0.631407291099731,1.36439456756143,-0.564525043368462,-0.754593774627039,1.32115651815163
-0.0452276601150677,-0.732114158203694,-0.564525043368462,-0.754593774627039,1.32115651815163
-0.622418112649731,-0.732114158203694,1.00360007709949,0.960392076798049,-0.495433694306862
-0.74492288477145,1.36439456756143,1.00360007709949,0.960392076798049,-0.495433694306862
0.909427474936818,NA,-0.564525043368462,-2.46957962605213,-0.495433694306862
1.25943509294948,1.36439456756143,-0.564525043368462,-0.754593774627039,-0.495433694306862
1.31634844299693,-0.732114158203694,-2.13265016383641,-0.754593774627039,-0.495433694306862
-0.574124891766129,1.36439456756143,1.00360007709949,0.960392076798049,-0.495433694306862
NA,NA,NA,NA,NA
-0.674472236181883,-0.732114158203694,1.00360007709949,-0.754593774627039,1.32115651815163
-1.44349865655342,-0.732114158203694,1.00360007709949,0.960392076798049,1.32115651815163
-1.57113806087653,-0.732114158203694,1.00360007709949,0.960392076798049,-0.495433694306862
-0.267822221334988,-0.732114158203694,1.00360007709949,0.960392076798049,-0.495433694306862
1.07020155503351,NA,1.00360007709949,-0.754593774627039,NA
