"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num"
0.431751143316297,-0.379479514854699,0.0626306166523962,0.853912563829966,-1.16609181239838,1.97611226529248,2.37170824512628,1.34271538882394,0.968245836551854,1.58113883008419,0.201893213271812,0.465130254709532,-0.25
1.27099544543531,1.35528398162392,-0.939459249785944,0.853912563829966,0.179398740368981,-0.773261321201405,-0.790569415042095,0.268543077764787,-0.968245836551854,0,0.201893213271812,0.465130254709532,-0.25
-1.49762793891892,0.487902233384612,0.0626306166523962,-0.121987509118567,1.52488929313634,1.97611226529248,0.790569415042095,1.34271538882394,0.968245836551854,0,0.201893213271812,0.465130254709532,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.546971577806302,-0.379479514854699,0.0626306166523962,-1.0978875820671,0.179398740368981,0.601425472045537,0.790569415042095,0.268543077764787,0.968245836551854,0,0.201893213271812,-0.775217091182553,-0.25
-1.05315210607365,-1.24686126309401,-0.939459249785944,-0.121987509118567,0.179398740368981,0.601425472045537,0.790569415042095,0.268543077764787,-0.968245836551854,0,0.201893213271812,0.465130254709532,1.75
0.332104238766661,-1.24686126309401,-0.939459249785944,-2.07378765501563,0.179398740368981,-0.773261321201405,-0.790569415042095,-0.805629233294362,-0.968245836551854,-1.58113883008419,-1.41325249290268,-2.01556443707464,-2.25
1.2087992688439,0.487902233384612,0.0626306166523962,0.853912563829966,NA,-0.773261321201405,-0.790569415042095,-0.805629233294362,-0.968245836551854,1.58113883008419,0.201893213271812,-0.775217091182553,-0.25
-0.572858935107302,-0.379479514854699,-0.939459249785944,-0.121987509118567,-1.16609181239838,-0.773261321201405,-0.790569415042095,-0.805629233294362,-0.968245836551854,0,0.201893213271812,0.465130254709532,-0.25
-0.756910031242213,NA,NA,NA,-1.16609181239838,-0.773261321201405,0.790569415042095,-0.805629233294362,0.968245836551854,0,0.201893213271812,-0.775217091182553,-0.25
-0.187279806373726,-1.24686126309401,-0.939459249785944,-0.121987509118567,0.179398740368981,0.601425472045537,0.790569415042095,0.268543077764787,-0.968245836551854,0,0.201893213271812,-0.775217091182553,1.75
1.09332799771576,1.35528398162392,2.06681034952908,0.853912563829966,0.179398740368981,-0.773261321201405,-0.790569415042095,-0.805629233294362,-0.968245836551854,0,0.201893213271812,-0.775217091182553,-0.25
-0.0976744738177911,1.35528398162392,1.06472048309074,-0.121987509118567,-1.16609181239838,0.601425472045537,-0.790569415042095,-0.805629233294362,-0.968245836551854,-1.58113883008419,0.201893213271812,0.465130254709532,-0.25
-1.21433348563956,0.487902233384612,-0.939459249785944,0.853912563829966,1.52488929313634,-0.773261321201405,-0.790569415042095,1.34271538882394,0.968245836551854,-1.58113883008419,0.201893213271812,1.70547760060162,-0.25
-1.47742642721094,-0.379479514854699,-0.939459249785944,-2.07378765501563,1.52488929313634,0.601425472045537,0.790569415042095,1.34271538882394,0.968245836551854,0,1.81703891944631,1.70547760060162,1.75
1.15100726289663,1.35528398162392,1.06472048309074,-0.121987509118567,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.868132168965367,-0.379479514854699,1.06472048309074,0.853912563829966,0.179398740368981,-0.773261321201405,-0.790569415042095,-1.87980154435351,0.968245836551854,0,-3.02839819907718,-0.775217091182553,-0.25
1.04811725625048,-1.24686126309401,1.06472048309074,0.853912563829966,-1.16609181239838,-0.773261321201405,-0.790569415042095,0.268543077764787,0.968245836551854,1.58113883008419,0.201893213271812,0.465130254709532,-0.25
