"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.45090066004092,0.316227766016838,1.4070529413629,2.11554354139178,0.42174116783665,0.793328828021918,0.793328828021918,1.15577119279413,1.15313271615124,1.26131244777378,0.514495755427527,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.00632514871097,-0.737864787372622,0.301511344577764,0.661107356684931,0.42174116783665,0.793328828021918,-0.661107356684931,-0.963142660661774,1.15313271615124,-0.720749970156447,0.514495755427527,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.446710565461419,-0.737864787372622,-0.804030252207369,-0.793328828021918,0.42174116783665,-0.661107356684931,-0.661107356684931,-0.963142660661774,-1.5649658290624,-1.71178117912156,NA,-0.316227766016838
-0.442025583643327,0.316227766016838,1.4070529413629,0.661107356684931,0.42174116783665,-0.661107356684931,0.793328828021918,0.0963142660661774,-0.658932980657853,0.270281238808668,0.514495755427527,-0.316227766016838
0.397314642591217,-1.79195734076208,-0.804030252207369,-0.793328828021918,-2.67102739629878,-0.661107356684931,-0.661107356684931,0.0963142660661774,-0.658932980657853,1.26131244777378,-2.57247877713763,2.84604989415154
-1.0068765001994,1.3703203194063,1.4070529413629,0.661107356684931,0.42174116783665,0.793328828021918,0.793328828021918,1.15577119279413,1.15313271615124,-0.720749970156447,0.514495755427527,-0.316227766016838
-0.278061968235222,1.3703203194063,-0.804030252207369,0.661107356684931,0.42174116783665,-0.661107356684931,0.793328828021918,0.0963142660661774,0.247099867746695,-0.720749970156447,-0.514495755427527,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.622016750395182,0.316227766016838,-0.804030252207369,-0.793328828021918,0.42174116783665,0.793328828021918,0.793328828021918,1.15577119279413,0.247099867746695,-0.720749970156447,0.514495755427527,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.284827469369141,0.316227766016838,0.301511344577764,-0.793328828021918,0.42174116783665,0.793328828021918,0.793328828021918,0.0963142660661774,0.247099867746695,0.270281238808668,0.514495755427527,-0.316227766016838
1.40013769953228,-0.737864787372622,-0.804030252207369,-0.793328828021918,-1.12464311423107,-2.11554354139178,-0.661107356684931,0.0963142660661774,0.247099867746695,0.270281238808668,-0.514495755427527,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.17063736519379,NA,-0.804030252207369,-0.793328828021918,0.42174116783665,0.793328828021918,-2.11554354139178,-2.02259958738973,-1.5649658290624,1.26131244777378,0.514495755427527,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
