"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num"
-0.229327834512349,-1.23708053289142,0.676803570571256,-0.346479464337618,-0.772921534407182,1.02225143245735,1.21325447357801,-1.55195482612646
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.230474856345902,0.865956373023994,0.676803570571256,-1.52450964308552,1.48638756616766,1.02225143245735,1.21325447357801,-0.569050102913034
-0.228994386515242,-0.185562079933713,-1.48050781062462,0.831550714410285,1.48638756616766,-0.120264874406747,-0.142735820420942,0.413854620300388
-0.228853826276207,0.865956373023994,0.676803570571256,0.831550714410285,0.356733015880238,1.02225143245735,1.21325447357801,-0.569050102913034
-0.229811228489558,-1.23708053289142,-1.48050781062462,-1.52450964308552,0.356733015880238,1.02225143245735,-0.142735820420942,-0.569050102913034
-0.229681689017701,-2.28859898584913,0.676803570571256,0.831550714410285,-0.772921534407182,-0.120264874406747,-0.142735820420942,0.413854620300388
-0.229820535423058,-0.185562079933713,0.676803570571256,0.831550714410285,-0.772921534407182,1.02225143245735,-0.142735820420942,1.39675934351381
NA,NA,NA,NA,NA,NA,NA,NA
-0.22912979867055,-0.185562079933713,0.676803570571256,0.831550714410285,-0.772921534407182,-0.120264874406747,-0.142735820420942,-0.569050102913034
4.12948242732433,NA,NA,NA,-0.772921534407182,-0.120264874406747,-0.142735820420942,-0.569050102913034
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.228285176718291,0.865956373023994,-1.48050781062462,0.831550714410285,0.356733015880238,-1.26278118127085,-0.142735820420942,0.413854620300388
-0.229589487036131,NA,NA,NA,1.48638756616766,1.02225143245735,-0.142735820420942,1.39675934351381
-0.230622543203744,-1.23708053289142,0.676803570571256,-1.52450964308552,1.48638756616766,1.02225143245735,1.21325447357801,1.39675934351381
-0.229461570365389,-0.185562079933713,0.676803570571256,0.831550714410285,0.356733015880238,1.02225143245735,-0.142735820420942,0.413854620300388
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.230366991406618,-0.185562079933713,0.676803570571256,-1.52450964308552,0.356733015880238,-1.26278118127085,-0.142735820420942,-0.569050102913034
-0.229311530497986,0.865956373023994,-0.0423002231607033,-0.346479464337618,0.356733015880238,-0.120264874406747,-0.142735820420942,0.413854620300388
-0.229138685117907,0.865956373023994,-1.48050781062462,0.831550714410285,-0.772921534407182,-1.26278118127085,1.21325447357801,0.413854620300388
-0.228657141061426,0.865956373023994,0.676803570571256,-0.346479464337618,-0.772921534407182,-1.26278118127085,-1.49872611441989,-1.55195482612646
-0.228922605147682,0.865956373023994,0.676803570571256,-0.346479464337618,-1.9025760846946,-1.26278118127085,-2.85471640841884,-1.55195482612646
NA,NA,NA,NA,NA,NA,NA,NA
-0.229032541518584,0.865956373023994,-1.48050781062462,0.831550714410285,-0.772921534407182,-1.26278118127085,-0.142735820420942,1.39675934351381
NA,NA,NA,NA,NA,NA,NA,NA
