"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q23h_num"
NA,NA,NA
-0.449472447533522,-1.41199588127316,-0.264641790026498
1.60068880275335,0.720406061874062,1.12913830411306
-1.54307756743452,-2.47819685284677,-0.264641790026498
-1.28349730327462,NA,-1.65842188416606
-0.195820982845632,0.720406061874062,-0.264641790026498
NA,NA,NA
NA,-0.345794909699549,-0.264641790026498
NA,NA,NA
0.868176571185769,0.720406061874062,-0.264641790026498
0.426096096502397,0.720406061874062,-0.264641790026498
-0.269026232525751,0.720406061874062,1.12913830411306
0.817773157242798,0.720406061874062,1.12913830411306
NA,NA,NA
-0.609839123113138,0.720406061874062,1.12913830411306
-0.602893880801076,NA,1.12913830411306
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.393564643958421,0.720406061874062,-0.264641790026498
-1.17664442269676,-1.41199588127316,-0.264641790026498
NA,NA,NA
-0.396674982457058,-0.345794909699549,-0.264641790026498
NA,NA,NA
-0.321184742034009,-0.345794909699549,-0.264641790026498
0.865288971244796,0.720406061874062,1.12913830411306
-1.70102910332512,0.720406061874062,-0.264641790026498
NA,NA,NA
NA,NA,NA
0.357782029778413,-1.41199588127316,-0.264641790026498
1.08556950986588,-0.345794909699549,-0.264641790026498
NA,NA,NA
-1.68201527011343,0.720406061874062,-0.264641790026498
-1.37013230264889,NA,NA
-0.86839234695504,-1.41199588127316,1.12913830411306
-1.19648479534842,0.720406061874062,-0.264641790026498
0.303384260410995,0.720406061874062,-1.65842188416606
-1.40323829176692,-2.47819685284677,-0.264641790026498
-0.23963321238448,0.720406061874062,-0.264641790026498
0.0722216015392407,-0.345794909699549,-0.264641790026498
-0.400710365868435,0.720406061874062,-0.264641790026498
0.212947213660957,-1.41199588127316,-0.264641790026498
-0.23585225356424,0.720406061874062,1.12913830411306
NA,NA,NA
-0.497152416043383,NA,1.12913830411306
-1.07246810754413,-1.41199588127316,-0.264641790026498
NA,NA,NA
-1.3189398660403,-1.41199588127316,-0.264641790026498
-0.472459505053981,0.720406061874062,-3.05220197830561
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.565816948545901,-0.345794909699549,-0.264641790026498
-1.05512844176791,0.720406061874062,-0.264641790026498
NA,NA,NA
-0.619450375932626,-1.41199588127316,NA
0.942784028927427,NA,1.12913830411306
0.917329078409034,0.720406061874062,-0.264641790026498
-0.131641954129904,0.720406061874062,-0.264641790026498
-0.313724819798792,0.720406061874062,-0.264641790026498
NA,NA,NA
-0.115791212725775,0.720406061874062,1.12913830411306
0.157955027924835,0.720406061874062,-0.264641790026498
0.0537259594632846,-0.345794909699549,-3.05220197830561
1.26785989883794,0.720406061874062,1.12913830411306
-1.027071959373,-2.47819685284677,-1.65842188416606
NA,NA,NA
-1.03025852310462,0.720406061874062,-0.264641790026498
-0.876674127013466,-2.47819685284677,1.12913830411306
1.01137592832638,-0.345794909699549,-0.264641790026498
-0.120462019212706,0.720406061874062,1.12913830411306
NA,NA,NA
0.124458655808781,-0.345794909699549,-0.264641790026498
NA,NA,NA
-0.94265511002229,0.720406061874062,-1.65842188416606
NA,NA,NA
1.62519881148775,0.720406061874062,1.12913830411306
2.72816780332232,-0.345794909699549,-0.264641790026498
-1.29155045019427,-2.47819685284677,-1.65842188416606
0.67488095672217,0.720406061874062,-0.264641790026498
-0.741682686786769,-0.345794909699549,1.12913830411306
0.0997411237712067,-0.345794909699549,1.12913830411306
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.68378064214996,0.720406061874062,NA
NA,NA,NA
NA,NA,NA
-1.42476338677185,-0.345794909699549,-0.264641790026498
0.266374228511943,-0.345794909699549,-0.264641790026498
1.01744655950631,0.720406061874062,1.12913830411306
2.69927773778221,0.720406061874062,1.12913830411306
0.668958051831268,-0.345794909699549,-0.264641790026498
NA,NA,NA
-0.423200342088763,-1.41199588127316,-0.264641790026498
-0.151557360330271,NA,-0.264641790026498
0.0665272872269587,0.720406061874062,-0.264641790026498
1.09437535436106,0.720406061874062,1.12913830411306
NA,NA,NA
1.40288181213376,0.720406061874062,-0.264641790026498
-1.83663955968862,0.720406061874062,1.12913830411306
0.730808699728678,-0.345794909699549,-0.264641790026498
NA,NA,NA
0.836424718437127,NA,-0.264641790026498
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.882137407741836,0.720406061874062,1.12913830411306
0.141504039411122,0.720406061874062,-0.264641790026498
1.60421416657826,NA,1.12913830411306
NA,NA,NA
NA,NA,NA
0.513302040321319,-0.345794909699549,1.12913830411306
-0.0396666983512853,0.720406061874062,-0.264641790026498
1.04003384951514,0.720406061874062,1.12913830411306
-0.181715931213107,0.720406061874062,-3.05220197830561
1.5267847792108,0.720406061874062,1.12913830411306
NA,NA,NA
NA,NA,NA
1.43734659795787,0.720406061874062,-0.264641790026498
NA,NA,NA
