"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21e_num"
-0.767112355025427,1.32695506646897,-0.537350528825388
0.215949390117112,1.32695506646897,-0.537350528825388
-1.07816600799722,1.32695506646897,-0.537350528825388
NA,NA,NA
-2.2316560998115,-1.17084270570792,-3.18276851688884
NA,NA,NA
1.23133987391089,1.32695506646897,0.785358465206336
0.731802141857775,0.0780561803805277,-0.537350528825388
-1.30835104047272,-1.17084270570792,-0.537350528825388
-0.953615170062559,-1.17084270570792,-1.86005952285711
NA,NA,NA
-1.65313483607899,0.0780561803805277,-0.537350528825388
NA,NA,NA
0.394230763473672,-1.17084270570792,0.785358465206336
1.36186752882065,0.0780561803805277,0.785358465206336
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0210352745310144,-1.17084270570792,-0.537350528825388
NA,NA,NA
-0.0851179853675103,1.32695506646897,-1.86005952285711
NA,NA,NA
-0.759006137881185,-1.17084270570792,0.785358465206336
NA,NA,NA
-0.0158092829003563,0.0780561803805277,0.785358465206336
0.514556935800991,0.0780561803805277,0.785358465206336
-0.785106092240208,-1.17084270570792,0.785358465206336
1.33155681643544,0.0780561803805277,0.785358465206336
NA,NA,NA
NA,NA,NA
0.352469060677798,0.0780561803805277,0.785358465206336
NA,NA,NA
0.351691731085155,0.0780561803805277,-0.537350528825388
-0.79701413016297,0.0780561803805277,-0.537350528825388
NA,NA,NA
-1.72655173382405,-1.17084270570792,0.785358465206336
NA,NA,NA
0.161412441496386,1.32695506646897,0.785358465206336
1.31014108943284,-1.17084270570792,0.785358465206336
NA,NA,NA
1.00920028652715,0.0780561803805277,0.785358465206336
-0.338491168664718,0.0780561803805277,0.785358465206336
-0.574927749469981,-1.17084270570792,0.785358465206336
1.72394368012658,1.32695506646897,-0.537350528825388
0.823721694624238,0.0780561803805277,0.785358465206336
0.467850227176748,1.32695506646897,-0.537350528825388
NA,NA,NA
0.700892633356494,1.32695506646897,-0.537350528825388
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.370398220508449,-1.17084270570792,0.785358465206336
