"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23g_num"
-0.893125303047846,-0.537350528825388,0.91861431918661,1.93885244947073
-1.64514949684603,-0.537350528825388,0.91861431918661,NA
0.155296376634077,-0.537350528825388,-0.580177464749438,-0.856702245114974
NA,NA,NA,NA
-1.39339590260765,-3.18276851688884,-0.580177464749438,0.541075102177878
NA,NA,NA,NA
0.118225500925605,0.785358465206336,0.91861431918661,-0.856702245114974
0.204513759076931,-0.537350528825388,-0.580177464749438,-0.856702245114974
-2.09431114002563,-0.537350528825388,0.91861431918661,0.541075102177878
-0.537518029103105,-1.86005952285711,-0.580177464749438,0.541075102177878
NA,NA,NA,NA
-0.226290824461431,-0.537350528825388,2.41740610312266,0.541075102177878
NA,NA,NA,NA
0.0558128226332712,0.785358465206336,0.91861431918661,0.541075102177878
0.965363074144947,0.785358465206336,-0.580177464749438,0.541075102177878
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.206351498203234,-0.537350528825388,0.91861431918661,-2.25447959240783
NA,NA,NA,NA
-1.00625110645876,-1.86005952285711,0.91861431918661,0.541075102177878
NA,NA,NA,NA
-0.852960575204679,0.785358465206336,-0.580177464749438,-0.856702245114974
NA,NA,NA,NA
-0.287843172132904,0.785358465206336,-0.580177464749438,-0.856702245114974
0.888954078091495,0.785358465206336,-0.580177464749438,-0.856702245114974
0.982713083144652,0.785358465206336,-0.580177464749438,-0.856702245114974
1.06135022456195,0.785358465206336,-0.580177464749438,0.541075102177878
NA,NA,NA,NA
NA,NA,NA,NA
-0.231025819692069,0.785358465206336,0.91861431918661,0.541075102177878
NA,NA,NA,NA
0.1858228160842,-0.537350528825388,NA,0.541075102177878
0.408473013338077,-0.537350528825388,0.91861431918661,-0.856702245114974
NA,NA,NA,NA
0.59332262027036,0.785358465206336,-0.580177464749438,-0.856702245114974
NA,NA,NA,NA
1.28915277734509,0.785358465206336,-2.07896924868549,-0.856702245114974
0.57254084367197,0.785358465206336,0.91861431918661,0.541075102177878
NA,NA,NA,NA
0.783915617112307,0.785358465206336,-0.580177464749438,1.93885244947073
-2.29144722908842,0.785358465206336,-0.580177464749438,0.541075102177878
-0.0946854340635757,0.785358465206336,-0.580177464749438,0.541075102177878
2.54638316963952,-0.537350528825388,-0.580177464749438,-0.856702245114974
-0.0230962786624394,0.785358465206336,0.91861431918661,1.93885244947073
0.247562327086502,-0.537350528825388,-2.07896924868549,-0.856702245114974
NA,NA,NA,NA
0.155727201744735,-0.537350528825388,0.91861431918661,0.541075102177878
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.155619507685593,0.785358465206336,-0.580177464749438,-0.856702245114974
