"PROFICIENCIA_LP_SAEB","TX_RESP_Q22a_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-1.34218917103119,-1.1640871553796,0.390192120348426,1.9431008789152
2.0278710119036,NA,-0.573811941688863,NA
0.475223072097867,-1.1640871553796,-0.573811941688863,-0.501445388107148
-1.07230422802422,1.10865443369485,0.390192120348426,1.9431008789152
-0.411231403592574,-0.0277163608423714,1.35419618238572,-0.501445388107148
1.03041285340023,-1.1640871553796,-0.573811941688863,-0.501445388107148
-1.10683334276316,1.10865443369485,1.35419618238572,1.9431008789152
0.192211416980781,-2.30045794991682,-0.573811941688863,-0.501445388107148
-0.371958391797286,1.10865443369485,0.390192120348426,-0.501445388107148
-0.941790660788544,-1.1640871553796,0.390192120348426,-0.501445388107148
0.537583090733951,-2.30045794991682,-1.53781600372615,-0.501445388107148
-0.3520680140163,-0.0277163608423714,-0.573811941688863,-0.501445388107148
0.0649058224789912,-0.0277163608423714,1.35419618238572,-0.501445388107148
1.02435475968314,-0.0277163608423714,-0.573811941688863,-0.501445388107148
0.675539480385483,-1.1640871553796,0.390192120348426,-0.501445388107148
-1.29400920240272,1.10865443369485,0.390192120348426,-0.501445388107148
-0.118488774349673,-1.1640871553796,0.390192120348426,-0.501445388107148
0.123928125108881,-0.0277163608423714,0.390192120348426,-0.501445388107148
1.65868025266581,NA,NA,NA
-0.651891863193406,1.10865443369485,1.35419618238572,NA
-0.584117595825586,1.10865443369485,-1.53781600372615,1.9431008789152
1.3842202412357,1.10865443369485,-1.53781600372615,-0.501445388107148
-0.187148808848867,-0.0277163608423714,-1.53781600372615,1.9431008789152
-1.6879905093105,1.10865443369485,0.390192120348426,1.9431008789152
0.14411712053599,1.10865443369485,-1.53781600372615,-0.501445388107148
NA,NA,NA,NA
-0.248696153866405,1.10865443369485,-0.573811941688863,NA
0.740893291296244,-1.1640871553796,0.390192120348426,-0.501445388107148
-0.496192114783847,1.10865443369485,1.35419618238572,1.9431008789152
0.790678504158751,-0.0277163608423714,-0.573811941688863,-0.501445388107148
1.09592666500428,-0.0277163608423714,0.390192120348426,-0.501445388107148
-1.03748532357907,-0.0277163608423714,1.35419618238572,-0.501445388107148
-0.758980720581271,-0.0277163608423714,0.390192120348426,-0.501445388107148
0.487588728880573,1.10865443369485,1.35419618238572,-0.501445388107148
0.468701282832409,-0.0277163608423714,0.390192120348426,-0.501445388107148
NA,NA,NA,NA
-1.75644139481882,NA,NA,1.9431008789152
2.37948724101657,-0.0277163608423714,-1.53781600372615,-0.501445388107148
0.286406679334954,-0.0277163608423714,-0.573811941688863,-0.501445388107148
0.519354652687091,-0.0277163608423714,-0.573811941688863,-0.501445388107148
0.062516858439694,-0.0277163608423714,0.390192120348426,-0.501445388107148
0.930915498317732,-1.1640871553796,0.390192120348426,-0.501445388107148
-1.42404773041594,-0.0277163608423714,-1.53781600372615,-0.501445388107148
NA,NA,NA,NA
0.278376684563542,1.10865443369485,1.35419618238572,-0.501445388107148
-1.5360279297529,1.10865443369485,1.35419618238572,-0.501445388107148
NA,NA,NA,NA
NA,NA,NA,NA
NA,-1.1640871553796,-1.53781600372615,NA
NA,NA,NA,NA
