"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.779316838357113,0.48807110086925,0,-0.941513083524009,-0.809858287198526,-1.97965359092973,-0.640512615220349,-2.17690029810945,NA,-0.707567587218634,-1.22474487139159,-0.223374237314982,-1.2152872405004,-0.385164443259822,-0.640512615220348
0.0757391071212105,-1.09815997695581,-1.41421356237309,-0.941513083524009,-0.809858287198526,-0.809858287198526,-1.68134561495342,0.967511243604198,-0.809173593712687,-0.707567587218634,-1.22474487139159,-0.223374237314982,0.101273936708367,-2.05421036405238,-0.640512615220348
1.42814012526433,0.48807110086925,1.41421356237309,1.28388147753274,1.52973232026388,1.52973232026388,1.44115338424578,0.967511243604198,1.13284303119776,1.59202707124193,1.22474487139159,1.2285583052324,1.41783511391713,1.28388147753274,1.44115338424578
0.900253443827971,-1.09815997695581,0,-0.941513083524009,-0.809858287198526,0.359937016532678,-0.640512615220349,-0.0806259369670167,1.13284303119776,-0.707567587218634,0,-0.223374237314982,0.101273936708367,1.28388147753274,-0.640512615220348
0.324171492681045,2.07430217869431,0,0.171184197004365,-0.809858287198526,0.359937016532678,0.400320384512718,-0.0806259369670167,-0.809173593712687,-0.707567587218634,0,-0.223374237314982,0.101273936708367,-0.385164443259822,-0.640512615220348
-1.48803652216118,0.48807110086925,-1.41421356237309,-0.941513083524009,-0.809858287198526,-0.809858287198526,-0.640512615220349,-1.12876311753823,-0.809173593712687,-1.85736491644891,0,-0.223374237314982,0.101273936708367,-0.385164443259822,-0.640512615220348
0.879643738258657,0.48807110086925,1.41421356237309,0.171184197004365,0.359937016532678,0.359937016532678,0.400320384512718,-0.0806259369670167,-0.809173593712687,0.442229742011646,0,-0.223374237314982,0.101273936708367,-0.385164443259822,-0.640512615220348
-0.390207043012873,-1.09815997695581,0,0.171184197004365,0.359937016532678,0.359937016532678,0.400320384512718,-0.0806259369670167,-0.809173593712687,0.442229742011646,1.22474487139159,1.2285583052324,1.41783511391713,1.28388147753274,1.44115338424578
0.657020241857071,0.48807110086925,0,1.28388147753274,1.52973232026388,1.52973232026388,1.44115338424578,0.967511243604198,1.13284303119776,0.442229742011646,-1.22474487139159,1.2285583052324,1.41783511391713,-0.385164443259822,1.44115338424578
0.248312262350035,0.48807110086925,-1.41421356237309,-0.941513083524009,-0.809858287198526,0.359937016532678,0.400320384512718,-0.0806259369670167,-0.809173593712687,0.442229742011646,1.22474487139159,-0.223374237314982,-1.2152872405004,1.28388147753274,1.44115338424578
0.200107365433639,0.48807110086925,0,1.28388147753274,1.52973232026388,0.359937016532678,0.400320384512718,0.967511243604198,1.13284303119776,1.59202707124193,0,-1.67530677986236,-1.2152872405004,-0.385164443259822,-0.640512615220348
0.122069628919727,-1.09815997695581,1.41421356237309,1.28388147753274,0.359937016532678,-0.809858287198526,0.400320384512718,0.967511243604198,1.13284303119776,-0.707567587218634,1.22474487139159,1.2285583052324,0.101273936708367,-0.385164443259822,-0.640512615220348
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.17789700218252,-1.09815997695581,0,-0.941513083524009,-0.809858287198526,-0.809858287198526,-1.68134561495342,-1.12876311753823,-0.809173593712687,0.442229742011646,-1.22474487139159,-1.67530677986236,-1.2152872405004,-0.385164443259822,-0.640512615220348
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
