"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA
1.27092014854462,0.206474160483506,0.971324245748044,-2.02302535301646,0.198955606438556,-2.17944947177034
0.23151842815224,-1.1011955225787,-0.171410161014361,-0.955317527813328,-0.795822425754221,0
-0.768428278502691,1.51414384354571,0.971324245748044,1.18009812259293,-0.795822425754221,0
NA,NA,NA,NA,NA,NA
-0.419736189795974,-1.1011955225787,0.971324245748044,1.18009812259293,1.19373363863133,1.08972473588517
NA,NA,NA,NA,NA,NA
-0.105955712922892,-1.1011955225787,-0.171410161014361,0.112390297389803,-1.790600457947,0
-0.811275358801474,0.206474160483506,0.971324245748044,1.18009812259293,1.19373363863133,1.08972473588517
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.08847518252944,NA,-1.31414456777677,-0.955317527813328,-1.790600457947,-2.17944947177034
-1.69683666335567,-1.1011955225787,-1.31414456777677,0.112390297389803,-0.795822425754221,1.08972473588517
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
2.16963208254933,0.206474160483506,0.971324245748044,-0.955317527813328,0.198955606438556,0
-0.487340900896928,0.206474160483506,-0.171410161014361,1.18009812259293,0.198955606438556,1.08972473588517
0.143475568459086,0.206474160483506,-0.171410161014361,-0.955317527813328,0.198955606438556,0
NA,NA,NA,NA,NA,NA
-1.14362804364321,-1.1011955225787,-0.171410161014361,0.112390297389803,0.198955606438556,0
0.848488699218111,1.51414384354571,-0.171410161014361,-0.955317527813328,1.19373363863133,-1.08972473588517
0.898818663690288,1.51414384354571,0.971324245748044,1.18009812259293,0.198955606438556,1.08972473588517
0.260673363273435,0.206474160483506,-0.171410161014361,0.112390297389803,0.198955606438556,-1.08972473588517
0.25242029877506,0.206474160483506,0.971324245748044,0.112390297389803,0.198955606438556,0
1.51240005040593,1.51414384354571,-0.171410161014361,0.112390297389803,1.19373363863133,0
NA,-1.1011955225787,0.971324245748044,1.18009812259293,1.19373363863133,1.08972473588517
-0.38828969331607,-1.1011955225787,-2.45687897453917,NA,-1.790600457947,0
-0.678381279303761,0.206474160483506,-1.31414456777677,-0.955317527813328,0.198955606438556,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
