"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA
-1.49514908097791,0.577746664889732,0.974217692554359,2.3530909538386,2.77555466595484
-0.229406140263765,-0.770328886519643,-0.116906123106523,-0.409233209363234,-0.346944333244356
NA,NA,NA,NA,NA
0.920352139126122,-0.770328886519643,-0.116906123106523,-0.409233209363234,-0.346944333244356
0.13718022827187,-0.770328886519643,0.974217692554359,-0.409233209363234,-0.346944333244356
-0.195138825670267,0.577746664889732,-1.20802993876741,-0.409233209363234,-0.346944333244356
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.305187952733119,-0.770328886519643,-0.116906123106523,-0.409233209363234,-0.346944333244356
-0.585215236769039,-0.770328886519643,0.974217692554359,-0.409233209363234,2.77555466595484
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.84155871970052,0.577746664889732,-0.116906123106523,2.3530909538386,2.77555466595484
-1.15737241025229,-0.770328886519643,0.974217692554359,2.3530909538386,-0.346944333244356
0.47418815263806,-0.770328886519643,-1.20802993876741,2.3530909538386,-0.346944333244356
NA,NA,NA,NA,NA
-0.124578538543284,1.92582221629911,0.974217692554359,-0.409233209363234,-0.346944333244356
0.196741974925607,1.92582221629911,0.974217692554359,-0.409233209363234,-0.346944333244356
-0.225700411408218,-0.770328886519643,0.974217692554359,-0.409233209363234,-0.346944333244356
2.08869829267913,-0.770328886519643,-0.116906123106523,-0.409233209363234,-0.346944333244356
0.868761832416975,-0.770328886519643,-0.116906123106523,-0.409233209363234,-0.346944333244356
-0.546544166739833,1.92582221629911,-1.20802993876741,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.593450808227819,0.577746664889732,-1.20802993876741,-0.409233209363234,-0.346944333244356
0.830243609030154,-0.770328886519643,-1.20802993876741,-0.409233209363234,-0.346944333244356
0.87442591534763,-0.770328886519643,0.974217692554359,-0.409233209363234,-0.346944333244356
0.488611799423504,-0.770328886519643,-1.20802993876741,-0.409233209363234,-0.346944333244356
1.65813503567273,-0.770328886519643,-0.116906123106523,-0.409233209363234,-0.346944333244356
NA,NA,NA,NA,NA
-1.58562373498972,-0.770328886519643,0.974217692554359,-0.409233209363234,-0.346944333244356
-0.297622551146532,0.577746664889732,-1.20802993876741,-0.409233209363234,-0.346944333244356
1.21197104918467,-0.770328886519643,-2.29915375442829,-0.409233209363234,-0.346944333244356
-0.425076797188144,0.577746664889732,0.974217692554359,-0.409233209363234,-0.346944333244356
-1.76877775697525,0.577746664889732,0.974217692554359,-0.409233209363234,-0.346944333244356
NA,NA,NA,NA,NA
0.778344213824349,1.92582221629911,-0.116906123106523,-0.409233209363234,-0.346944333244356
-0.338152727410727,0.577746664889732,0.974217692554359,-0.409233209363234,-0.346944333244356
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
