"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22h_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA
-1.30439663618205,0.938790548778844,1.16189500386223,0.974217692554359,2.77555466595484
0.173355070644059,-1.26532639183236,0,-0.116906123106523,-0.346944333244356
NA,NA,NA,NA,NA
0.551330792275903,0.938790548778844,1.16189500386223,-0.116906123106523,-0.346944333244356
0.816824180437123,-0.163267921526756,0,0.974217692554359,-0.346944333244356
-0.657496300147162,-0.163267921526756,0,-1.20802993876741,-0.346944333244356
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.29303783908307,0.938790548778844,1.16189500386223,-0.116906123106523,-0.346944333244356
-0.546524470735124,0.938790548778844,0,0.974217692554359,2.77555466595484
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.844164965473606,-1.26532639183236,-1.16189500386223,-0.116906123106523,2.77555466595484
-1.08019468482028,0.938790548778844,-1.16189500386223,0.974217692554359,-0.346944333244356
0.725878996128133,-2.36738486213796,-1.16189500386223,-1.20802993876741,-0.346944333244356
NA,NA,NA,NA,NA
-1.06761486620085,0.938790548778844,1.16189500386223,0.974217692554359,-0.346944333244356
0.999597961995488,-0.163267921526756,0,0.974217692554359,-0.346944333244356
-1.1276125782247,0.938790548778844,1.16189500386223,0.974217692554359,-0.346944333244356
2.38380328914799,-0.163267921526756,0,-0.116906123106523,-0.346944333244356
0.542462106921334,-1.26532639183236,-1.16189500386223,-0.116906123106523,-0.346944333244356
0.868745834225053,NA,0,-1.20802993876741,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.25026071210617,0.938790548778844,-1.16189500386223,-1.20802993876741,-0.346944333244356
0.537391078497955,-1.26532639183236,-1.16189500386223,-1.20802993876741,-0.346944333244356
0.00231609238913538,0.938790548778844,1.16189500386223,0.974217692554359,-0.346944333244356
0.241310245951433,-0.163267921526756,-1.16189500386223,-1.20802993876741,-0.346944333244356
1.75842410485731,0.938790548778844,-1.16189500386223,-0.116906123106523,-0.346944333244356
NA,NA,NA,NA,NA
-1.20924680688119,0.938790548778844,1.16189500386223,0.974217692554359,-0.346944333244356
-0.774078616891787,-0.163267921526756,0,-1.20802993876741,-0.346944333244356
-0.720376165762931,-1.26532639183236,-1.16189500386223,-2.29915375442829,-0.346944333244356
-0.126260636883512,0.938790548778844,-1.16189500386223,0.974217692554359,-0.346944333244356
-1.11180340280539,-0.163267921526756,1.16189500386223,0.974217692554359,-0.346944333244356
NA,NA,NA,NA,NA
0.496075081744621,-0.163267921526756,1.16189500386223,-0.116906123106523,-0.346944333244356
0.515032422769958,-1.26532639183236,1.16189500386223,0.974217692554359,-0.346944333244356
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
