"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q23i_num"
1.99687172565201,1.15275530401227,-0.495348736114639
0.700928216219146,-0.153700707201636,-0.495348736114639
0.299688566460159,-0.153700707201636,-0.495348736114639
0.187685790752068,1.15275530401227,-3.46744115280247
0.446411058650006,1.15275530401227,0.990697472229278
0.373731851447441,1.15275530401227,-0.495348736114639
-0.916498209441975,-1.46015671841554,-0.495348736114639
-1.56972403914219,-0.153700707201636,-0.495348736114639
-0.890790197006386,-0.153700707201636,-0.495348736114639
-0.750953111416746,-0.153700707201636,-0.495348736114639
-1.15602550124501,-1.46015671841554,-0.495348736114639
0.0151013224206283,-0.153700707201636,-0.495348736114639
0.344586886831279,1.15275530401227,-0.495348736114639
1.00734871942649,2.45921131522617,0.990697472229278
0.764043427125623,1.15275530401227,0.990697472229278
0.542534485201361,-0.153700707201636,0.990697472229278
-0.405455899003275,-0.153700707201636,-0.495348736114639
NA,NA,NA
0.526748054734882,-1.46015671841554,-1.98139494445856
-0.0145844553032583,1.15275530401227,0.990697472229278
-2.52411629706596,-1.46015671841554,NA
-1.27128710610626,-1.46015671841554,-0.495348736114639
0.387556133891689,1.15275530401227,0.990697472229278
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.424198312521338,-0.153700707201636,0.990697472229278
0.558015528911046,1.15275530401227,0.990697472229278
0.737855692791787,1.15275530401227,0.990697472229278
0.67297428767072,-1.46015671841554,0.990697472229278
NA,NA,NA
NA,NA,NA
-1.69499499406178,-0.153700707201636,-0.495348736114639
0.522847894914958,-0.153700707201636,0.990697472229278
-1.14359079552508,-0.153700707201636,-0.495348736114639
-0.634813502307059,1.15275530401227,0.990697472229278
0.618212935884755,-0.153700707201636,0.990697472229278
NA,NA,NA
NA,NA,NA
-1.73543709757397,-1.46015671841554,-0.495348736114639
0.227206606489709,1.15275530401227,-0.495348736114639
0.616409832878957,-0.153700707201636,0.990697472229278
-0.912454248536905,-0.153700707201636,0.990697472229278
-0.7447739376756,NA,-0.495348736114639
-0.616324322823293,-0.153700707201636,-0.495348736114639
0.103961431457038,-0.153700707201636,-0.495348736114639
2.15119093861155,-0.153700707201636,0.990697472229278
NA,NA,NA
1.66674866465428,-0.153700707201636,0.990697472229278
-2.07366715839281,-1.46015671841554,-1.98139494445856
0.941781429784944,-0.153700707201636,-0.495348736114639
NA,NA,NA
1.41061036118644,NA,0.990697472229278
-0.127267988027667,-1.46015671841554,-0.495348736114639
NA,NA,NA
1.08692860025741,1.15275530401227,0.990697472229278
0.979348989793605,NA,0.990697472229278
0.257154510541145,-0.153700707201636,0.990697472229278
-1.23657374126254,-0.153700707201636,0.990697472229278
-0.394311499679381,-1.46015671841554,0.990697472229278
0.0650590573923601,-1.46015671841554,-0.495348736114639
NA,NA,NA
0.766748716798124,-0.153700707201636,-0.495348736114639
-0.2715893069742,NA,-1.98139494445856
1.05586726560662,-0.153700707201636,-0.495348736114639
-0.0254527315990569,1.15275530401227,-0.495348736114639
-0.497274531746482,1.15275530401227,-0.495348736114639
