"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21b_num",220,71,32.27
"TX_RESP_Q21c_num",220,68,30.91
"TX_RESP_Q21d_num",220,68,30.91
"TX_RESP_Q21a_num",220,67,30.45
"TX_RESP_Q21e_num",220,66,30
"TX_RESP_Q20_num",220,66,30
"TX_RESP_Q19_num",220,65,29.55
"TX_RESP_Q23h_num",220,64,29.09
"TX_RESP_Q23d_num",220,62,28.18
"TX_RESP_Q10c_num",220,61,27.73
"TX_RESP_Q22c_num",220,61,27.73
"TX_RESP_Q22d_num",220,61,27.73
"TX_RESP_Q22e_num",220,61,27.73
"TX_RESP_Q22g_num",220,61,27.73
"TX_RESP_Q23e_num",220,61,27.73
"TX_RESP_Q23f_num",220,61,27.73
"TX_RESP_Q22a_num",220,60,27.27
"TX_RESP_Q22b_num",220,60,27.27
"TX_RESP_Q23c_num",220,60,27.27
"TX_RESP_Q23g_num",220,60,27.27
"TX_RESP_Q23i_num",220,60,27.27
"TX_RESP_Q10a_num",220,59,26.82
"TX_RESP_Q10b_num",220,59,26.82
"TX_RESP_Q10d_num",220,59,26.82
"TX_RESP_Q10e_num",220,59,26.82
"TX_RESP_Q22f_num",220,59,26.82
"TX_RESP_Q22h_num",220,59,26.82
"TX_RESP_Q23a_num",220,59,26.82
"TX_RESP_Q23b_num",220,59,26.82
"TX_RESP_Q10f_num",220,58,26.36
"TX_RESP_Q01",220,0,0
"TX_RESP_Q02",220,0,0
"TX_RESP_Q03",220,0,0
"TX_RESP_Q04",220,0,0
"TX_RESP_Q05a",220,0,0
"TX_RESP_Q05b",220,0,0
"TX_RESP_Q05c",220,0,0
"TX_RESP_Q06",220,0,0
"TX_RESP_Q07a",220,0,0
"TX_RESP_Q07b",220,0,0
"TX_RESP_Q07c",220,0,0
"TX_RESP_Q07d",220,0,0
"TX_RESP_Q07e",220,0,0
"TX_RESP_Q08",220,0,0
"TX_RESP_Q09",220,0,0
"TX_RESP_Q10a",220,0,0
"TX_RESP_Q10b",220,0,0
"TX_RESP_Q10c",220,0,0
"TX_RESP_Q10d",220,0,0
"TX_RESP_Q10e",220,0,0
"TX_RESP_Q10f",220,0,0
"TX_RESP_Q11a",220,0,0
"TX_RESP_Q11b",220,0,0
"TX_RESP_Q11c",220,0,0
"TX_RESP_Q12a",220,0,0
"TX_RESP_Q12b",220,0,0
"TX_RESP_Q12c",220,0,0
"TX_RESP_Q12d",220,0,0
"TX_RESP_Q12e",220,0,0
"TX_RESP_Q12f",220,0,0
"TX_RESP_Q12g",220,0,0
"TX_RESP_Q13a",220,0,0
"TX_RESP_Q13b",220,0,0
"TX_RESP_Q13c",220,0,0
"TX_RESP_Q13d",220,0,0
"TX_RESP_Q13e",220,0,0
"TX_RESP_Q13f",220,0,0
"TX_RESP_Q13g",220,0,0
"TX_RESP_Q13h",220,0,0
"TX_RESP_Q13i",220,0,0
"TX_RESP_Q14",220,0,0
"TX_RESP_Q15a",220,0,0
"TX_RESP_Q15b",220,0,0
"TX_RESP_Q16",220,0,0
"TX_RESP_Q17",220,0,0
"TX_RESP_Q18",220,0,0
"TX_RESP_Q19",220,0,0
"TX_RESP_Q20",220,0,0
"TX_RESP_Q21a",220,0,0
"TX_RESP_Q21b",220,0,0
"TX_RESP_Q21c",220,0,0
"TX_RESP_Q21d",220,0,0
"TX_RESP_Q21e",220,0,0
"TX_RESP_Q22a",220,0,0
"TX_RESP_Q22b",220,0,0
"TX_RESP_Q22c",220,0,0
"TX_RESP_Q22d",220,0,0
"TX_RESP_Q22e",220,0,0
"TX_RESP_Q22f",220,0,0
"TX_RESP_Q22g",220,0,0
"TX_RESP_Q22h",220,0,0
"TX_RESP_Q23a",220,0,0
"TX_RESP_Q23b",220,0,0
"TX_RESP_Q23c",220,0,0
"TX_RESP_Q23d",220,0,0
"TX_RESP_Q23e",220,0,0
"TX_RESP_Q23f",220,0,0
"TX_RESP_Q23g",220,0,0
"TX_RESP_Q23h",220,0,0
"TX_RESP_Q23i",220,0,0
"TX_RESP_Q24",220,0,0
"TX_RESP_Q25",220,0,0
