"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.28578397736389,0.288675134594813,-1.32790561913614,-0.242179739848241,1.55699788832305,0.242179739848241,0.583874208121142,1.29099444873581,0.943879807448539,0.793328828021918
0.194135196626892,0.288675134594813,-1.32790561913614,1.08980882931709,1.55699788832305,1.57416830901357,1.65431025634324,1.29099444873581,0.943879807448539,0.793328828021918
-1.52003638041207,0.288675134594813,0.750555349946514,-0.242179739848241,-0.583874208121142,-1.08980882931709,-1.55699788832305,-1.29099444873581,-2.02259958738973,-0.661107356684931
0.952196393248357,0.288675134594813,-1.32790561913614,1.08980882931709,0.486561840100952,0.242179739848241,0.583874208121142,-1.29099444873581,0.943879807448539,0.793328828021918
-1.26661895806213,0.288675134594813,-1.32790561913614,-1.57416830901357,-0.583874208121142,-1.08980882931709,-0.486561840100952,0,-0.539359889970594,-0.661107356684931
-0.667337562448782,0.288675134594813,0.750555349946514,NA,NA,NA,NA,NA,NA,NA
0.0937413314767339,0.288675134594813,0.750555349946514,-0.242179739848241,0.486561840100952,-1.08980882931709,0.583874208121142,-1.29099444873581,-0.539359889970594,-0.661107356684931
0.260611821744155,0.288675134594813,0.750555349946514,1.08980882931709,-0.583874208121142,1.57416830901357,-0.486561840100952,1.29099444873581,0.943879807448539,0.793328828021918
0.369749231024809,-3.17542648054294,0.750555349946514,-0.242179739848241,-1.65431025634324,0.242179739848241,0.583874208121142,0,-0.539359889970594,-0.661107356684931
-0.373146242755425,0.288675134594813,0.750555349946514,-1.57416830901357,0.486561840100952,-1.08980882931709,0.583874208121142,0,0.943879807448539,0.793328828021918
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0141314609976189,0.288675134594813,0.750555349946514,1.08980882931709,-0.583874208121142,0.242179739848241,-1.55699788832305,0,-0.539359889970594,0.793328828021918
-0.343210268804051,0.288675134594813,0.0577350269189627,-0.242179739848241,-0.583874208121142,0.242179739848241,-0.486561840100952,0,-0.539359889970594,-2.11554354139178
