"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.63536416695007,0,-0.428174419288838,-1.32790561913614,1.55699788832305,-0.793328828021918,0.242179739848241,-0.316227766016838,-0.16854996561581,0.583874208121142,0.486561840100952,1.29099444873581,0.943879807448539,-0.428174419288838
0.7622521467945,1.6583123951777,2.14087209644419,0.750555349946514,1.55699788832305,2.11554354139178,1.57416830901357,2.84604989415154,1.68549965615811,1.65431025634324,1.55699788832305,1.29099444873581,0.943879807448539,-0.428174419288838
-0.942675812308918,0,-0.428174419288838,0.0577350269189627,-0.583874208121142,-0.793328828021918,0.242179739848241,NA,-0.16854996561581,-1.55699788832305,-1.65431025634324,-1.29099444873581,-2.02259958738973,-0.428174419288838
-0.565956700943767,0,-0.428174419288838,0.750555349946514,0.486561840100952,0.661107356684931,0.242179739848241,-0.316227766016838,-0.16854996561581,0.583874208121142,-0.583874208121142,-1.29099444873581,0.943879807448539,-0.428174419288838
-1.2250232930512,-1.6583123951777,-1.71269767715535,0.750555349946514,-0.583874208121142,-0.793328828021918,-1.08980882931709,-0.316227766016838,-0.16854996561581,-0.486561840100952,0.486561840100952,0,-0.539359889970594,-0.428174419288838
1.38188845462438,0,0.856348838577675,0.750555349946514,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.428174419288838
-0.00934760969923777,-1.6583123951777,-0.428174419288838,-1.32790561913614,0.486561840100952,-0.793328828021918,-2.42179739848241,-0.316227766016838,-0.16854996561581,0.583874208121142,0.486561840100952,-1.29099444873581,-0.539359889970594,-0.428174419288838
-0.392677821097274,0,-0.428174419288838,0.750555349946514,-0.583874208121142,0.661107356684931,0.242179739848241,-0.316227766016838,-0.16854996561581,-0.486561840100952,-1.65431025634324,1.29099444873581,0.943879807448539,-0.428174419288838
0.387264589030319,0,-0.428174419288838,-1.32790561913614,-1.65431025634324,-0.793328828021918,0.242179739848241,-0.316227766016838,-2.02259958738973,0.583874208121142,0.486561840100952,0,-0.539359889970594,-0.428174419288838
0.508207528715083,0,0.856348838577675,-1.32790561913614,0.486561840100952,0.661107356684931,0.242179739848241,-0.316227766016838,1.68549965615811,0.583874208121142,-0.583874208121142,0,0.943879807448539,-0.428174419288838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5997278542271,0,0.856348838577675,0.750555349946514,-0.583874208121142,-0.793328828021918,0.242179739848241,-0.316227766016838,-0.16854996561581,-1.55699788832305,0.486561840100952,0,-0.539359889970594,2.14087209644419
0.0604322052131361,1.6583123951777,-0.428174419288838,0.750555349946514,-0.583874208121142,0.661107356684931,0.242179739848241,-0.316227766016838,-0.16854996561581,-0.486561840100952,0.486561840100952,0,-0.539359889970594,2.14087209644419
