"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.12288673237626,1.02353263143832,0.288675134594813,0.511766315719159,0.288675134594813,0.33166247903554,1.44115338424578,0.707567587218634,0.924500327042048,0,0.61394061351492,0.171184197004365,-1.59027603624139,-0.889499179993322,-1.12876311753823,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.231462897260199,1.02353263143832,0.288675134594813,-1.02353263143832,0.288675134594813,-0.99498743710662,1.44115338424578,-0.442229742011646,-0.277350098112615,1,0.61394061351492,0.171184197004365,0.477082810872417,0.0741249316661101,-0.0806259369670167,-2
1.55032613635488,-0.511766315719159,-3.17542648054294,-2.55883157859579,-3.17542648054294,-0.99498743710662,-0.640512615220348,-0.442229742011646,-1.47920052326728,-1,-0.526234811584218,-2.05421036405238,-1.59027603624139,-0.889499179993322,2.01564842417541,-2
-0.7410948354586,1.02353263143832,0.288675134594813,0.511766315719159,0.288675134594813,1.6583123951777,-0.640512615220348,-0.442229742011646,-0.277350098112615,-1,-0.526234811584218,0.171184197004365,-0.556596612684486,1.03774904332554,0.967511243604198,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.48542665267535,-2.04706526287664,0.288675134594813,0.511766315719159,0.288675134594813,-0.99498743710662,-0.640512615220348,-1.59202707124193,-0.277350098112615,0,-0.526234811584218,-2.05421036405238,-0.556596612684486,0.0741249316661101,-0.0806259369670167,0
-1.10668595158447,NA,NA,NA,NA,NA,1.44115338424578,1.85736491644891,2.12635075219671,2,1.75411603861406,1.28388147753274,1.51076223442932,2.00137315498497,-1.12876311753823,1
-0.214379614651627,1.02353263143832,0.288675134594813,0.511766315719159,0.288675134594813,1.6583123951777,-0.640512615220348,-0.442229742011646,-0.277350098112615,0,-0.526234811584218,0.171184197004365,0.477082810872417,1.03774904332554,0.967511243604198,0
-1.21615776256884,-0.511766315719159,0.288675134594813,0.511766315719159,0.288675134594813,0.33166247903554,-0.640512615220348,-0.442229742011646,-0.277350098112615,0,-0.526234811584218,0.171184197004365,0.477082810872417,0.0741249316661101,-0.0806259369670167,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0782146541486476,-0.511766315719159,0.288675134594813,0.511766315719159,0.288675134594813,0.33166247903554,-0.640512615220348,0.707567587218634,-0.277350098112615,-1,-0.526234811584218,0.171184197004365,-0.556596612684486,-0.889499179993322,0.967511243604198,0
-0.231603867739953,1.02353263143832,0.288675134594813,0.511766315719159,0.288675134594813,0.33166247903554,-0.640512615220348,0.707567587218634,0.924500327042048,1,1.75411603861406,0.171184197004365,0.477082810872417,1.03774904332554,-0.0806259369670167,0
-0.433364167756859,-0.511766315719159,0.288675134594813,0.511766315719159,0.288675134594813,-0.99498743710662,1.44115338424578,0.707567587218634,0.924500327042048,1,0.61394061351492,1.28388147753274,1.51076223442932,-0.889499179993322,-1.12876311753823,1
0.136308711648605,-0.511766315719159,0.288675134594813,-1.02353263143832,0.288675134594813,-0.99498743710662,-0.640512615220348,-1.59202707124193,-1.47920052326728,-1,-1.66641023668336,0.171184197004365,0.477082810872417,-0.889499179993322,-1.12876311753823,0
1.58443388004892,-0.511766315719159,0.288675134594813,0.511766315719159,0.288675134594813,0.33166247903554,-0.640512615220348,0.707567587218634,-0.277350098112615,-1,-0.526234811584218,0.171184197004365,-0.556596612684486,-0.889499179993322,-0.0806259369670167,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
