"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num"
-0.186004837053213,-0.559016994374947,0.652791209833867,1.03279555898864,-0.605679639815436,0.677688079873948,-1.30338924708307,-1.01801356538084,0,0.108936167582649,-0.767631625208642,-0.1688801323683
-0.254125835872229,-0.559016994374947,0.652791209833867,1.03279555898864,1.81703891944631,-0.30804003630634,1.02899151085505,0.218145764010179,1.63299316185545,0.108936167582649,0.3198465105036,-0.1688801323683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0777335652591409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.677623486192402,-0.559016994374947,0.652791209833867,-0.903696114115064,-0.605679639815436,0.677688079873948,-1.30338924708307,0.218145764010179,0,1.85191484890503,1.40732464621584,1.26660099276225
1.24138479140498,-0.559016994374947,0.652791209833867,1.03279555898864,-0.605679639815436,0.677688079873948,-0.137198868114007,-1.01801356538084,-1.63299316185545,-1.63404251373973,-0.767631625208642,-0.1688801323683
0.746401915199855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.20826744606317,-0.559016994374947,0.652791209833867,-0.903696114115064,0.201893213271812,-0.30804003630634,-0.137198868114007,-1.01801356538084,0,0.108936167582649,-0.767631625208642,-0.1688801323683
-1.76026830014727,1.67705098312484,-1.43614066163451,NA,1.81703891944631,0.677688079873948,-1.30338924708307,1.4543050934012,0,0.108936167582649,-0.767631625208642,-0.1688801323683
-0.642433522367714,-0.559016994374947,-1.43614066163451,-0.903696114115064,-0.605679639815436,0.677688079873948,-0.137198868114007,-1.01801356538084,0,0.108936167582649,-0.767631625208642,-0.1688801323683
NA,1.67705098312484,0.652791209833867,-0.903696114115064,NA,NA,-1.30338924708307,-1.01801356538084,1.63299316185545,0.108936167582649,1.40732464621584,1.26660099276225
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.59851524617068,1.67705098312484,0.652791209833867,-0.903696114115064,1.81703891944631,-0.30804003630634,-0.137198868114007,-1.01801356538084,0,NA,1.40732464621584,1.26660099276225
-0.034546864041239,NA,NA,NA,-0.605679639815436,-2.27949626866692,1.02899151085505,1.4543050934012,0,0.108936167582649,0.3198465105036,-0.1688801323683
NA,-0.559016994374947,0.652791209833867,1.03279555898864,-0.605679639815436,-2.27949626866692,1.02899151085505,1.4543050934012,1.63299316185545,1.85191484890503,1.40732464621584,1.26660099276225
2.02705386012423,-0.559016994374947,-1.43614066163451,1.03279555898864,-0.605679639815436,-0.30804003630634,1.02899151085505,-1.01801356538084,-1.63299316185545,-1.63404251373973,-1.85510976092088,-3.03984238262939
-0.549528728193252,-0.559016994374947,-1.43614066163451,1.03279555898864,-0.605679639815436,0.677688079873948,1.02899151085505,0.218145764010179,0,0.108936167582649,0.3198465105036,-0.1688801323683
-0.706400310042885,-0.559016994374947,-1.43614066163451,-0.903696114115064,-0.605679639815436,0.677688079873948,-0.137198868114007,1.4543050934012,0,0.108936167582649,-0.767631625208642,-0.1688801323683
0.607205938637604,-0.559016994374947,0.652791209833867,-0.903696114115064,-0.605679639815436,-0.30804003630634,-1.30338924708307,0.218145764010179,0,0.108936167582649,-0.767631625208642,-0.1688801323683
-0.199579948062808,-0.559016994374947,0.652791209833867,-0.903696114115064,1.00946606635906,0.677688079873948,1.02899151085505,0.218145764010179,-1.63299316185545,0.108936167582649,0.3198465105036,-0.1688801323683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.700979561454708,1.67705098312484,0.652791209833867,1.03279555898864,-0.605679639815436,0.677688079873948,1.02899151085505,0.218145764010179,0,-1.63404251373973,0.3198465105036,-0.1688801323683
