"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.284599813613095,-0.50031279327426,0.333848930444794,-0.848057125376782,-0.707106781186547,1.13183291683622,0.409553928684458,-0.53813823519705,-0.25
-0.683202378209268,-0.50031279327426,0.333848930444794,-0.848057125376782,-0.707106781186547,-0.242535625036333,-0.750848869254839,-0.53813823519705,-0.25
0.35347901779443,1.20075070385822,0.333848930444794,0.753828555890473,1.41421356237309,1.13183291683622,-0.750848869254839,0.605405514596681,-0.25
-1.67419190137109,-2.20137629040674,0.333848930444794,0.753828555890473,-0.707106781186547,-1.61690416690889,-1.91125166719413,-1.68168198499078,-0.25
0.22057414146501,1.20075070385822,0.333848930444794,0.753828555890473,-0.707106781186547,-0.242535625036333,0.409553928684458,0.605405514596681,-0.25
0.42016481490249,-0.50031279327426,0.333848930444794,0.753828555890473,-0.707106781186547,-0.242535625036333,0.409553928684458,0.605405514596681,-0.25
-0.379748389144495,-0.50031279327426,0.333848930444794,0.753828555890473,-0.707106781186547,1.13183291683622,1.56995672662375,1.74894926439041,-0.25
1.51426055143198,1.20075070385822,0.333848930444794,0.753828555890473,0,1.13183291683622,1.56995672662375,1.74894926439041,-0.25
-0.512065631410633,-0.50031279327426,-3.44977228126288,-0.848057125376782,1.41421356237309,-1.61690416690889,-1.91125166719413,-1.68168198499078,-0.25
-0.9165793198232,-0.50031279327426,0.333848930444794,0.753828555890473,-0.707106781186547,-1.61690416690889,0.409553928684458,-0.53813823519705,-0.25
-0.193943922554123,-0.50031279327426,0.333848930444794,0.753828555890473,-0.707106781186547,1.13183291683622,-0.750848869254839,-0.53813823519705,-0.25
1.6411279377178,1.20075070385822,0.333848930444794,0.753828555890473,1.41421356237309,-0.242535625036333,0.409553928684458,-0.53813823519705,-0.25
-1.29688763072416,-0.50031279327426,-1.55796167540904,-0.848057125376782,NA,-0.242535625036333,0.409553928684458,0.605405514596681,NA
0.260060849708446,-0.50031279327426,0.333848930444794,-0.848057125376782,-0.707106781186547,1.13183291683622,0.409553928684458,0.605405514596681,-0.25
-0.836437438677501,1.20075070385822,0.333848930444794,-0.848057125376782,-0.707106781186547,-0.242535625036333,0.409553928684458,-0.53813823519705,-0.25
-0.0909949929905662,-0.50031279327426,0.333848930444794,-2.44994280664404,1.41421356237309,-0.242535625036333,-0.750848869254839,-0.53813823519705,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.88978447827178,1.20075070385822,0.333848930444794,0.753828555890473,1.41421356237309,-0.242535625036333,0.409553928684458,0.605405514596681,3.75
NA,NA,NA,NA,NA,NA,NA,NA,NA
