"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-0.864665828542197,-0.666666666666667,0.471404520791032,0.724568837309472,0.333333333333333,0.843274042711568,1.19256958799989,-1.4213381090374,-0.933333333333333,0.50395263067897,-0.438397299480953,0,-0.957894944142799,0.333333333333333,1.05409255338946,0,0.942809041582063,-1.13707048722992,2.66666666666667,-0.611775290321498
1.77168579620468,1.33333333333333,-2.35702260395516,0.724568837309472,-2.66666666666667,-1.05409255338946,-0.596284793999944,-0.14213381090374,-0.933333333333333,0.50395263067897,-0.438397299480953,-1.41421356237309,0.11973686801785,0.333333333333333,-0.843274042711568,0,-1.88561808316413,0.14213381090374,-0.333333333333333,-0.611775290321498
0.106470328328434,-0.666666666666667,0.471404520791032,0.724568837309472,0.333333333333333,-1.05409255338946,-0.596284793999944,1.13707048722992,0.266666666666667,-0.629940788348712,-0.438397299480953,0,0.11973686801785,0.333333333333333,1.05409255338946,0,0.942809041582063,1.4213381090374,-0.333333333333333,-0.611775290321498
-0.723159796316871,1.33333333333333,0.471404520791032,NA,0.333333333333333,0.843274042711568,-0.596284793999944,-0.14213381090374,1.46666666666667,-1.76383420737639,-0.438397299480953,0,0.11973686801785,0.333333333333333,1.05409255338946,1.41421356237309,0.942809041582063,-1.13707048722992,-0.333333333333333,0.764719112901873
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.32721487969679,-0.666666666666667,0.471404520791032,0.724568837309472,0.333333333333333,-1.05409255338946,2.0869967789998,-1.4213381090374,0.266666666666667,0.50395263067897,1.53439054818333,1.41421356237309,1.1973686801785,1.83333333333333,1.05409255338946,1.41421356237309,0.942809041582063,1.4213381090374,-0.333333333333333,2.14121351612524
-1.50847924417505,-0.666666666666667,0.471404520791032,0.724568837309472,0.333333333333333,0.843274042711568,-0.596284793999944,-0.14213381090374,1.46666666666667,1.63784604970665,1.53439054818333,1.41421356237309,1.1973686801785,0.333333333333333,-0.843274042711568,0,-0.471404520791032,0.14213381090374,-0.333333333333333,0.764719112901873
0.563766262567371,-0.666666666666667,0.471404520791032,-1.20761472884912,0.333333333333333,-1.05409255338946,-0.596284793999944,-0.14213381090374,-0.933333333333333,-0.629940788348712,-1.4247912233131,-1.41421356237309,-2.03552675630345,-1.16666666666667,-0.843274042711568,0,-0.471404520791032,0.14213381090374,-0.333333333333333,-0.611775290321498
0.936336628729629,1.33333333333333,-0.942809041582063,-1.20761472884912,0.333333333333333,0.843274042711568,-0.596284793999944,1.13707048722992,-0.933333333333333,-0.629940788348712,-0.438397299480953,0,0.11973686801785,-1.16666666666667,-0.843274042711568,-1.41421356237309,-0.471404520791032,0.14213381090374,-0.333333333333333,-0.611775290321498
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0452607329008023,-0.666666666666667,0.471404520791032,-1.20761472884912,0.333333333333333,0.843274042711568,0.298142396999972,1.13707048722992,0.266666666666667,0.50395263067897,0.547996624351191,0,0.11973686801785,-1.16666666666667,-0.843274042711568,-1.41421356237309,-0.471404520791032,-1.13707048722992,-0.333333333333333,-0.611775290321498
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
