"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num"
1.31856366790904,0.454446629573193,-0.999954994486802,0.547722557505166,0.371402873693101,-0.49228623499382
0.151346594439789,0.454446629573193,0.913002386270558,1.6431676725155,-1.26276977055654,-0.49228623499382
-0.724844707213972,-1.36333988871958,0.913002386270558,1.6431676725155,-1.26276977055654,-0.49228623499382
-0.340912229166422,0.454446629573193,0.913002386270558,-0.547722557505166,0.371402873693101,1.05489907498676
0.88944361353897,0.454446629573193,-0.999954994486802,-0.547722557505166,0.371402873693101,1.05489907498676
-1.18313667012857,-1.36333988871958,0.913002386270558,-1.6431676725155,-1.26276977055654,-0.49228623499382
-1.46222520388659,0.454446629573193,0.913002386270558,0.547722557505166,0.371402873693101,-2.0394715449744
-0.0826830439722656,0.454446629573193,-0.0434763041081218,0.547722557505166,2.00557551794274,1.05489907498676
0.0397992170162211,0.454446629573193,-0.999954994486802,-0.547722557505166,0.371402873693101,1.05489907498676
0.833873788537076,-1.36333988871958,0.913002386270558,-0.547722557505166,0.371402873693101,-0.49228623499382
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.334792340857904,0.454446629573193,-0.0434763041081218,-0.547722557505166,0.371402873693101,1.05489907498676
NA,NA,NA,NA,NA,NA
0.0756474899605225,NA,-1.95643368486548,-0.547722557505166,0.371402873693101,-0.49228623499382
NA,0.454446629573193,-0.0434763041081218,-0.547722557505166,0.371402873693101,1.05489907498676
-0.37065710487919,0.454446629573193,0.913002386270558,0.547722557505166,0.371402873693101,-0.49228623499382
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.606837711949537,0.454446629573193,-0.999954994486802,-0.547722557505166,0.371402873693101,-0.49228623499382
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.31115762341384,0.454446629573193,0.913002386270558,0.547722557505166,-1.26276977055654,-0.49228623499382
0.141344955274739,0.454446629573193,-0.999954994486802,0.547722557505166,-1.26276977055654,-2.0394715449744
2.41985706405313,0.454446629573193,-1.95643368486548,0.547722557505166,0.371402873693101,1.05489907498676
NA,NA,NA,NA,NA,NA
1.53194797531567,0.454446629573193,0.913002386270558,1.6431676725155,2.00557551794274,1.05489907498676
-1.2433808795456,0.454446629573193,-0.0434763041081218,-1.6431676725155,0.371402873693101,-0.49228623499382
NA,NA,NA,NA,NA,NA
-0.951289125731386,NA,-0.0434763041081218,-1.6431676725155,-1.26276977055654,1.05489907498676
-1.08180765384336,-3.18112640701235,0.913002386270558,0.547722557505166,-1.26276977055654,-0.49228623499382
NA,NA,NA,NA,NA,NA
