"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.199345671298069,-0.924994580125761,-1.44337567297406,-0.16854996561581,1.08746033240514,0.800128030728194,0.998186761880863,0.998186761880863,0.930299004815799,-1.64591362390488,-1.20325363687036,-0.161834718742538,-0.67700320038633,-0.124646392502318,0.33166247903554,-0.288675134594813,-0.462789860334753,0.872524747516223,1.17260393995586
1.31524263569642,1.61874051522008,0.866025403784439,-0.16854996561581,1.08746033240514,-0.960153636873833,-0.199637352376172,-1.39746146663321,-0.787176080997984,-1.64591362390488,-1.20325363687036,-0.161834718742538,-0.67700320038633,-0.124646392502318,-0.99498743710662,-0.288675134594813,-0.462789860334753,-0.623231962511588,-1.17260393995586
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.825926502986787,-0.924994580125761,0.866025403784439,-2.02259958738973,1.08746033240514,-1.84029447067485,-1.39746146663321,-1.39746146663321,-1.64591362390488,-0.787176080997984,-1.20325363687036,-2.10385134365299,1.35400640077266,-1.62040310253013,-0.99498743710662,-0.288675134594813,-2.68418118994157,-0.623231962511588,-1.17260393995586
-0.631107620624843,-0.924994580125761,-1.44337567297406,NA,0.0836507948003959,NA,0.998186761880863,0.998186761880863,0.930299004815799,0.930299004815799,1.01813769273646,-0.161834718742538,-0.67700320038633,-1.62040310253013,-0.99498743710662,-0.288675134594813,-0.462789860334753,0.872524747516223,0
-0.873204026050424,0.34687296754716,-0.288675134594813,1.68549965615811,0.0836507948003959,-0.0800128030728194,-0.199637352376172,-0.199637352376172,0.0715614619089077,0.0715614619089077,-0.0925579720669508,-0.161834718742538,-0.67700320038633,-0.124646392502318,0.33166247903554,-0.288675134594813,0.647905804468655,-0.623231962511588,0
-1.80979986812616,-0.924994580125761,-0.288675134594813,-0.16854996561581,0.0836507948003959,0.800128030728194,0.998186761880863,0.998186761880863,0.930299004815799,0.930299004815799,1.01813769273646,1.78018190616791,1.35400640077266,1.37111031752549,1.6583123951777,1.44337567297406,0.647905804468655,2.36828145754403,1.17260393995586
0.049894749320951,0.34687296754716,0.866025403784439,-0.16854996561581,-0.920158742804353,0.800128030728194,0.998186761880863,0.998186761880863,0.930299004815799,0.930299004815799,1.01813769273646,-0.161834718742538,1.35400640077266,1.37111031752549,1.6583123951777,1.44337567297406,0.647905804468655,-0.623231962511588,1.17260393995586
1.74457067612438,0.34687296754716,0.866025403784439,-0.16854996561581,0.0836507948003959,-0.960153636873833,-1.39746146663321,-1.39746146663321,-0.787176080997984,-0.787176080997984,-1.20325363687036,-0.161834718742538,-0.67700320038633,-0.124646392502318,-0.99498743710662,-2.02072594216369,0.647905804468655,-0.623231962511588,-1.17260393995586
0.125912695227409,1.61874051522008,0.866025403784439,-0.16854996561581,1.08746033240514,0.800128030728194,-0.199637352376172,-0.199637352376172,0.0715614619089077,0.0715614619089077,1.01813769273646,-0.161834718742538,-0.67700320038633,-0.124646392502318,0.33166247903554,-0.288675134594813,-0.462789860334753,0.872524747516223,-1.17260393995586
-0.868681674745661,NA,-1.44337567297406,-0.16854996561581,-1.9239682804091,0.800128030728194,-1.39746146663321,-0.199637352376172,-1.64591362390488,0.0715614619089077,-0.0925579720669508,1.78018190616791,1.35400640077266,1.37111031752549,-0.99498743710662,1.44337567297406,0.647905804468655,-0.623231962511588,1.17260393995586
-0.421514174778363,-0.924994580125761,-0.288675134594813,1.68549965615811,-0.920158742804353,0.800128030728194,0.998186761880863,0.998186761880863,0.0715614619089077,0.930299004815799,1.01813769273646,-0.161834718742538,-0.67700320038633,-0.124646392502318,0.33166247903554,-0.288675134594813,0.647905804468655,-0.623231962511588,0
0.343414433671438,0.34687296754716,0.866025403784439,-0.16854996561581,-0.920158742804353,-0.960153636873833,-0.199637352376172,-0.199637352376172,0.930299004815799,0.930299004815799,-0.0925579720669508,-0.161834718742538,-0.67700320038633,-0.124646392502318,0.33166247903554,-0.288675134594813,0.647905804468655,-0.623231962511588,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
