"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q23a_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA
1.07445837572749,1.38239930740914,0.0804175624045554,1.19282743400849,-0.217132222355669
1.16642528861218,-0.0747242868869802,0.0804175624045554,-0.667983363044752,-0.217132222355669
0.422524130540948,-1.5318478811831,1.12584587366377,-0.667983363044752,-0.217132222355669
0.89669579091604,1.38239930740914,1.12584587366377,1.19282743400849,-0.217132222355669
-0.0658761227070768,-0.0747242868869802,1.12584587366377,-0.667983363044752,-0.217132222355669
NA,NA,NA,NA,NA
-0.15385426389481,-0.0747242868869802,1.12584587366377,-0.667983363044752,-0.217132222355669
-1.43963927861797,-0.0747242868869802,1.12584587366377,1.19282743400849,-0.217132222355669
-1.76587184013097,-0.0747242868869802,-0.965010748854663,-0.667983363044752,2.60558666826803
-0.951122621304677,-0.0747242868869802,-0.965010748854663,1.19282743400849,-0.217132222355669
0.201685195960068,-1.5318478811831,1.12584587366377,1.19282743400849,-0.217132222355669
-0.166436028756879,-0.0747242868869802,-0.965010748854663,1.19282743400849,-0.217132222355669
1.25245208578787,1.38239930740914,0.0804175624045554,-0.667983363044752,-0.217132222355669
0.0081269132156704,-1.5318478811831,0.0804175624045554,1.19282743400849,-0.217132222355669
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.93147512041132,-1.5318478811831,-2.01043906011388,1.19282743400849,5.42830555889172
-0.248504317581181,1.38239930740914,-0.965010748854663,1.19282743400849,-0.217132222355669
1.4250254053226,1.38239930740914,-0.965010748854663,-0.667983363044752,-0.217132222355669
1.39135185705375,1.38239930740914,1.12584587366377,-0.667983363044752,-0.217132222355669
-0.261938989661984,-0.0747242868869802,0.0804175624045554,-2.52879416009799,-0.217132222355669
0.834198388374242,-0.0747242868869802,1.12584587366377,-0.667983363044752,-0.217132222355669
NA,NA,NA,NA,NA
1.75840972878045,-0.0747242868869802,1.12584587366377,-0.667983363044752,-0.217132222355669
-0.800138533571306,-0.0747242868869802,0.0804175624045554,-0.667983363044752,-0.217132222355669
-0.189959034145335,-0.0747242868869802,0.0804175624045554,-0.667983363044752,-0.217132222355669
0.894969239954325,-0.0747242868869802,0.0804175624045554,-0.667983363044752,-0.217132222355669
-0.455935677327522,-0.0747242868869802,-0.965010748854663,1.19282743400849,-0.217132222355669
-0.743077466145321,-0.0747242868869802,-0.965010748854663,1.19282743400849,-0.217132222355669
0.349417072196787,1.38239930740914,-2.01043906011388,-0.667983363044752,-0.217132222355669
0.572126030527499,-0.0747242868869802,1.12584587366377,1.19282743400849,-0.217132222355669
-0.891620805075699,-1.5318478811831,1.12584587366377,-0.667983363044752,-0.217132222355669
-1.0229447567544,-0.0747242868869802,-2.01043906011388,-0.667983363044752,-0.217132222355669
NA,NA,NA,NA,NA
-1.93692263670664,-1.5318478811831,0.0804175624045554,1.19282743400849,-0.217132222355669
1.33296442220825,-0.0747242868869802,1.12584587366377,-0.667983363044752,-0.217132222355669
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0175090067154225,-0.0747242868869802,-0.965010748854663,-0.667983363044752,-0.217132222355669
1.11780894962912,1.38239930740914,-0.965010748854663,-0.667983363044752,-0.217132222355669
-0.0963452362029499,-1.5318478811831,-0.965010748854663,-0.667983363044752,-0.217132222355669
-1.8401745715974,1.38239930740914,0.0804175624045554,1.19282743400849,-0.217132222355669
-0.129291808139652,-0.0747242868869802,0.0804175624045554,1.19282743400849,-0.217132222355669
0.532724381109109,-1.5318478811831,1.12584587366377,-0.667983363044752,-0.217132222355669
-0.315000075688085,-0.0747242868869802,0.0804175624045554,-0.667983363044752,-0.217132222355669
0.157256921789381,1.38239930740914,0.0804175624045554,-0.667983363044752,-0.217132222355669
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
