"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num"
-0.672530167967923,0.76924423603812,0.836536287714123,-1.98170056262499,0,1.22540315946459,1.1552551940217,1.34920210507778
1.48586092490932,-1.71600637270042,-0.514791561670229,-0.856951594648645,0,1.22540315946459,1.1552551940217,-0.604814736759006
0.781468693530326,0.76924423603812,-0.514791561670229,-0.856951594648645,-1.58113883008419,-0.525172782627682,-0.785573531934755,0.372193684159388
1.77876332771235,0.76924423603812,-1.86611941105458,-1.98170056262499,-3.16227766016838,1.22540315946459,1.1552551940217,-1.5818231576774
-0.08362081484402,-0.473381068331151,0.836536287714123,0.267797373327701,0,-0.525172782627682,0.184840831043472,0.372193684159388
-0.297647858439749,-0.473381068331151,-1.86611941105458,-0.856951594648645,1.58113883008419,-0.525172782627682,-1.75598789491298,1.34920210507778
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.29416546592919,0.76924423603812,-0.514791561670229,0.267797373327701,0,-0.525172782627682,0.184840831043472,1.34920210507778
-1.01082599991158,-0.473381068331151,-1.86611941105458,0.267797373327701,0,-2.27574872471996,0.184840831043472,-1.5818231576774
-0.589612921630599,0.76924423603812,-0.514791561670229,0.267797373327701,0,-0.525172782627682,-0.785573531934755,0.372193684159388
0.833402416619403,0.76924423603812,-0.514791561670229,0.267797373327701,0,-0.525172782627682,-0.785573531934755,-0.604814736759006
1.54849147888068,0.76924423603812,-0.514791561670229,-0.856951594648645,0,1.22540315946459,1.1552551940217,-1.5818231576774
-0.156996186795967,0.76924423603812,0.836536287714123,0.267797373327701,1.58113883008419,1.22540315946459,1.1552551940217,-0.604814736759006
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.425192038425132,-1.71600637270042,0.836536287714123,1.39254634130405,0,-0.525172782627682,0.184840831043472,0.372193684159388
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.11539436758932,-1.71600637270042,0.836536287714123,1.39254634130405,0,-0.525172782627682,-0.785573531934755,0.372193684159388
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.863694897536953,-0.473381068331151,0.836536287714123,1.39254634130405,1.58113883008419,-0.525172782627682,-1.75598789491298,1.34920210507778
-0.0367868515359528,0.76924423603812,0.836536287714123,0.267797373327701,0,-0.525172782627682,0.184840831043472,0.372193684159388
NA,NA,NA,NA,NA,NA,NA,NA
-0.311522976176794,-0.473381068331151,0.836536287714123,0.267797373327701,0,NA,1.1552551940217,0.372193684159388
0.890295455573508,0.76924423603812,0.836536287714123,-0.856951594648645,0,1.22540315946459,1.1552551940217,-0.604814736759006
1.44232460903518,0.76924423603812,-0.514791561670229,1.39254634130405,0,1.22540315946459,-0.785573531934755,0.372193684159388
-0.529307564501985,0.76924423603812,0.836536287714123,0.267797373327701,0,-0.525172782627682,-0.785573531934755,-1.5818231576774
-1.37330879497559,-1.71600637270042,0.836536287714123,0.267797373327701,0,-0.525172782627682,-0.785573531934755,0.372193684159388
NA,NA,NA,NA,NA,NA,NA,NA
