"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23b_num"
0.157028218498581,1.07993662564785,0,0.836536287714123,-0.626224291085149,-1.29099444873581,0.646128517647749
0.988646039903834,-1.58814209654095,-1.58113883008419,-0.514791561670229,0.313112145542575,-1.29099444873581,0.646128517647749
1.52932492665718,-1.58814209654095,0,-0.514791561670229,-0.626224291085149,0,-1.04995884117759
0.366264790342898,-0.254102735446552,1.58113883008419,-1.86611941105458,-0.626224291085149,0,-1.04995884117759
-1.57972030087946,1.07993662564785,0,0.836536287714123,1.2524485821703,1.29099444873581,0.646128517647749
0.0792896114653385,1.07993662564785,0,-1.86611941105458,-1.56556072771287,0,-1.04995884117759
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.521298466624494,-0.254102735446552,-1.58113883008419,-0.514791561670229,1.2524485821703,-1.29099444873581,-1.04995884117759
0.606650790432668,-0.254102735446552,0,-1.86611941105458,-0.626224291085149,-1.29099444873581,-1.04995884117759
0.481661828413111,-0.254102735446552,0,-0.514791561670229,0.313112145542575,-1.29099444873581,0.646128517647749
0.74804839615638,-0.254102735446552,0,-0.514791561670229,-1.56556072771287,0,-1.04995884117759
1.44990245170408,-0.254102735446552,1.58113883008419,-0.514791561670229,0.313112145542575,0,-1.04995884117759
-0.672064932644603,1.07993662564785,0,0.836536287714123,0.313112145542575,-1.29099444873581,2.34221587647309
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.515751504997638,-0.254102735446552,1.58113883008419,0.836536287714123,1.2524485821703,1.29099444873581,0.646128517647749
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.50271726612299,-1.58814209654095,0,0.836536287714123,1.2524485821703,1.29099444873581,0.646128517647749
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.10163622053585,-0.254102735446552,1.58113883008419,0.836536287714123,-1.56556072771287,1.29099444873581,0.646128517647749
-2.16535482953442,-1.58814209654095,-1.58113883008419,0.836536287714123,0.313112145542575,1.29099444873581,0.646128517647749
NA,NA,NA,NA,NA,NA,NA
-0.235564475123103,1.07993662564785,0,0.836536287714123,0.313112145542575,0,-1.04995884117759
-0.274591063119951,1.07993662564785,-1.58113883008419,0.836536287714123,-1.56556072771287,0,0.646128517647749
0.702612325435834,-0.254102735446552,0,-0.514791561670229,1.2524485821703,0,-1.04995884117759
-0.967839259400283,1.07993662564785,0,0.836536287714123,0.313112145542575,1.29099444873581,0.646128517647749
0.223836498901173,1.07993662564785,0,0.836536287714123,0.313112145542575,0,0.646128517647749
NA,NA,NA,NA,NA,NA,NA
