"PROFICIENCIA_LP_SAEB","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.14054204264602,1.42992704639946,0.437587526258753,-0.564742523989413,-0.602677507410902,-1.27056388569059,-0.854676710376959,-0.904903457491284,1.76162803489651
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.14277778259252,1.42992704639946,1.55343571821857,1.65078583935367,1.51708476003434,1.43276353067237,0.440288002315403,1.29271922498755,1.76162803489651
-0.142729371916276,0.329983164553722,-0.678260665701067,-0.564742523989413,-0.602677507410902,0.081099822490889,0.440288002315403,1.29271922498755,-0.556303589967318
-0.139232896264496,-0.769960717292019,-0.678260665701067,-0.564742523989413,-0.602677507410902,-1.27056388569059,-0.854676710376959,-0.904903457491284,-0.556303589967318
-0.141064070965615,0.329983164553722,1.55343571821857,1.65078583935367,1.51708476003434,0.081099822490889,0.440288002315403,1.29271922498755,1.76162803489651
-0.140282222924058,1.42992704639946,1.55343571821857,1.65078583935367,1.51708476003434,0.081099822490889,0.440288002315403,1.29271922498755,-0.556303589967318
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.14135240107292,1.42992704639946,1.55343571821857,1.65078583935367,1.51708476003434,1.43276353067237,1.73525271500777,-0.904903457491284,-0.556303589967318
-0.139941729907788,0.329983164553722,0.437587526258753,1.65078583935367,1.51708476003434,1.43276353067237,0.440288002315403,0.193907883748132,-0.556303589967318
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.141954253463915,1.42992704639946,1.55343571821857,1.65078583935367,1.51708476003434,1.43276353067237,1.73525271500777,1.29271922498755,1.76162803489651
-0.139565749315096,1.42992704639946,0.437587526258753,1.65078583935367,1.51708476003434,0.081099822490889,0.440288002315403,0.193907883748132,-0.556303589967318
-0.138710433868261,-0.769960717292019,-1.79410885766089,-0.564742523989413,-0.602677507410902,0.081099822490889,-0.854676710376959,1.29271922498755,-0.556303589967318
-0.14159499775058,-0.769960717292019,0.437587526258753,0.543021657682128,-0.602677507410902,1.43276353067237,1.73525271500777,0.193907883748132,-0.556303589967318
-0.140660723450888,-0.769960717292019,0.437587526258753,0.543021657682128,1.51708476003434,0.081099822490889,0.440288002315403,0.193907883748132,-0.556303589967318
-0.139168446776304,1.42992704639946,1.55343571821857,-0.564742523989413,-0.602677507410902,0.081099822490889,0.440288002315403,0.193907883748132,-0.556303589967318
