"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.200448941996194,-1.75411603861406,1.90845255172644,0.571720339929293,0,-0.609449400220044,0.963624111659432,-0.583874208121142
-0.18006307558658,-1.75411603861406,0.229014306207172,0.571720339929293,1.2747548783982,1.52362350055011,0.963624111659432,-0.583874208121142
2.05987259100949,0.526234811584218,NA,NA,1.2747548783982,1.52362350055011,0.963624111659432,NA
-1.27668983104392,-1.75411603861406,0.229014306207172,0.571720339929293,-2.54950975679639,-0.609449400220044,-0.963624111659432,1.55699788832305
0.542849143357008,0.526234811584218,-0.610704816552459,-1.78662606227904,1.2747548783982,-0.609449400220044,0.963624111659432,1.55699788832305
-1.55810151757985,0.526234811584218,-0.610704816552459,0.571720339929293,0,-0.609449400220044,-0.963624111659432,1.55699788832305
-0.981462124402353,0.526234811584218,1.90845255172644,0.571720339929293,-1.2747548783982,-0.609449400220044,-0.963624111659432,-0.583874208121142
NA,NA,NA,NA,NA,NA,NA,NA
0.0527583509397695,0.526234811584218,NA,NA,0,-0.609449400220044,0.963624111659432,NA
0.370342497776973,0.526234811584218,-0.610704816552459,0.571720339929293,0,-0.609449400220044,-0.963624111659432,-0.583874208121142
-1.16688474354933,NA,-0.610704816552459,0.571720339929293,0,-0.609449400220044,-0.963624111659432,-0.583874208121142
1.16752207232435,0.526234811584218,-0.610704816552459,0.571720339929293,0,-0.609449400220044,-0.963624111659432,-0.583874208121142
NA,NA,NA,NA,NA,NA,NA,NA
0.550081033703637,0.526234811584218,NA,NA,0,1.52362350055011,0.963624111659432,NA
0.377783800100575,0.526234811584218,-0.610704816552459,-1.78662606227904,0,1.52362350055011,0.963624111659432,-0.583874208121142
0.24244074494643,0.526234811584218,-0.610704816552459,-1.00051059487626,0,-0.609449400220044,-0.963624111659432,-0.583874208121142
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
