"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.215586679870793,0.0807660647059687,-0.83543951526934,-0.206474160483506,-0.620038837924784,0,-0.26149030872615,-0.460566186471839
-1.36715186975519,0.0807660647059687,-0.139239919211557,-0.206474160483506,1.63464784543807,0,0.889067049668911,-0.460566186471839
-0.917122998406553,0.0807660647059687,1.25315927290401,NA,1.63464784543807,1.5,0.889067049668911,2.07254783912327
-1.26910771411048,1.77685342353131,NA,NA,NA,NA,-2.56260502551627,2.07254783912327
-0.930661078867707,0.0807660647059687,1.25315927290401,-0.206474160483506,0.507304503756642,0,-0.26149030872615,2.07254783912327
NA,NA,NA,NA,NA,NA,NA,NA
-0.941427222013078,0.0807660647059687,-0.83543951526934,-1.51414384354571,0.507304503756642,0,-0.26149030872615,-0.460566186471839
0.326260702573754,1.77685342353131,1.25315927290401,1.1011955225787,-1.74738217960621,-1.5,0.889067049668911,-0.460566186471839
0.80527985847911,0.0807660647059687,-0.83543951526934,-0.206474160483506,-0.620038837924784,0,0.889067049668911,-0.460566186471839
-0.827573398458429,0.0807660647059687,1.25315927290401,-1.51414384354571,1.63464784543807,1.5,-2.56260502551627,-0.460566186471839
2.60715855255244,0.0807660647059687,-0.83543951526934,1.1011955225787,-0.620038837924784,0,0.889067049668911,-0.460566186471839
0.820974350709645,-1.61532129411937,-0.83543951526934,1.1011955225787,0.507304503756642,-1.5,-0.26149030872615,-0.460566186471839
1.18057593748595,-1.61532129411937,-0.83543951526934,-0.206474160483506,-0.620038837924784,0,-0.26149030872615,-0.460566186471839
0.570833001237574,0.0807660647059687,-0.83543951526934,-0.206474160483506,-0.620038837924784,1.5,0.889067049668911,-0.460566186471839
-1.10354391837439,NA,NA,NA,NA,1.5,-0.26149030872615,-0.460566186471839
0.0257980021950503,1.77685342353131,-0.83543951526934,1.1011955225787,0.507304503756642,-1.5,-0.26149030872615,-0.460566186471839
0.117113510807045,0.0807660647059687,1.25315927290401,-1.51414384354571,0.507304503756642,0,0.889067049668911,2.07254783912327
-0.561190857144925,0.0807660647059687,-0.83543951526934,-0.206474160483506,-0.620038837924784,NA,-0.26149030872615,-0.460566186471839
NA,NA,NA,NA,NA,NA,NA,NA
-0.659666584089277,-1.61532129411937,0.556959676846226,-1.51414384354571,0.507304503756642,0,0.889067049668911,-0.460566186471839
0.175246344868651,0.0807660647059687,-0.83543951526934,1.1011955225787,-1.74738217960621,NA,-0.26149030872615,-0.460566186471839
1.30470874635135,-1.61532129411937,-0.83543951526934,1.1011955225787,0.507304503756642,0,0.889067049668911,-0.460566186471839
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.142055759835654,0.0807660647059687,1.25315927290401,-0.206474160483506,-0.620038837924784,0,-0.26149030872615,-0.460566186471839
0.717027553994614,0.0807660647059687,1.25315927290401,1.1011955225787,-0.620038837924784,-1.5,-0.26149030872615,-0.460566186471839
