"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA,NA,NA
-0.72172057111113,NA,-1.78639547447053,-0.660528634445985,-1.03774904332554,-0.288675134594813,-0.120096115353816,0.120096115353816
0.213904508012953,0.804030252207369,1.38039650299995,-0.660528634445985,-1.03774904332554,-0.288675134594813,-0.120096115353816,0.120096115353816
1.7569569173913,-1.4070529413629,0.32479917717646,1.68134561495341,-1.03774904332554,-2.02072594216369,-1.68134561495342,-1.44115338424578
0.418754211486097,-1.4070529413629,-0.730798148647035,-0.660528634445985,-1.03774904332554,-0.288675134594813,-0.120096115353816,0.120096115353816
-0.365378086728606,-0.301511344577764,-0.730798148647035,0.120096115353815,0.889499179993322,-0.288675134594813,-1.68134561495342,0.120096115353816
1.55451521121733,0.804030252207369,1.38039650299995,-0.660528634445985,-1.03774904332554,-0.288675134594813,-0.120096115353816,-1.44115338424578
0.205013122529798,0.804030252207369,1.38039650299995,1.68134561495341,0.889499179993322,1.44337567297406,1.44115338424578,1.68134561495342
-0.70596876659067,0.804030252207369,0.32479917717646,-0.660528634445985,0.889499179993322,1.44337567297406,-0.120096115353816,1.68134561495342
-0.705778784587839,0.804030252207369,0.32479917717646,-0.660528634445985,0.889499179993322,-0.288675134594813,-0.120096115353816,0.120096115353816
-0.259861985734631,NA,-0.730798148647035,-0.660528634445985,0.889499179993322,-0.288675134594813,-0.120096115353816,-1.44115338424578
-0.956296583095757,0.804030252207369,-0.730798148647035,-0.660528634445985,0.889499179993322,1.44337567297406,1.44115338424578,0.120096115353816
-1.54113097958239,-0.301511344577764,0.32479917717646,0.120096115353815,0.889499179993322,NA,1.44115338424578,0.120096115353816
1.10699178679354,-1.4070529413629,-0.730798148647035,1.68134561495341,-1.03774904332554,-0.288675134594813,-0.120096115353816,0.120096115353816
NA,NA,NA,NA,NA,NA,NA,NA
