"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA,NA,NA
-1.83507767661711,-1.07606402496968,-0.392781811509016,1.13666633047595,2.63109734714059,2.02307693458295,1.74332548834544,-1.92003366178488
0.0241898120509743,0.977115608880516,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,-0.764616442256771,-0.762366306885173
NA,NA,NA,NA,NA,NA,NA,NA
1.072508894347,-0.0494742080445832,0.949222711146789,-0.220547198450557,0.0316999680378385,0.803280547554995,0.489354523044333,0.395301048014534
NA,NA,NA,NA,NA,NA,NA,NA
-0.135463196847771,-2.10265384189478,0.949222711146789,-0.220547198450557,-1.26799872151354,0.803280547554995,0.489354523044333,0.395301048014534
0.588285416805599,0.977115608880516,-0.392781811509016,-0.220547198450557,-1.26799872151354,0.803280547554995,0.489354523044333,0.395301048014534
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.40093844039148,-1.07606402496968,0.949222711146789,-0.220547198450557,-1.26799872151354,-0.41651583947296,0.489354523044333,-0.762366306885173
-0.204156090995562,-0.0494742080445832,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,-0.764616442256771,-0.762366306885173
-0.811901874806686,-1.07606402496968,-0.392781811509016,-0.220547198450557,0.0316999680378385,0.803280547554995,0.489354523044333,1.55296840291424
0.256418851317247,-0.0494742080445832,-1.73478633416482,-1.57776072737706,-1.26799872151354,-1.63631222650091,-2.01858740755787,-1.92003366178488
NA,NA,NA,NA,NA,NA,NA,NA
0.936452959727764,0.977115608880516,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,1.74332548834544,0.395301048014534
0.0174224000299472,-0.0494742080445832,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,-0.764616442256771,-0.762366306885173
NA,NA,NA,NA,NA,NA,NA,NA
-0.991162396955898,-0.0494742080445832,0.949222711146789,1.13666633047595,1.33139865758922,0.803280547554995,0.489354523044333,0.395301048014534
1.64081162275698,0.977115608880516,-1.73478633416482,-1.57776072737706,-1.26799872151354,-1.63631222650091,-2.01858740755787,-0.762366306885173
-0.904860878031585,-1.07606402496968,0.949222711146789,1.13666633047595,1.33139865758922,2.02307693458295,1.74332548834544,1.55296840291424
-1.28684911291047,-1.07606402496968,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,-0.764616442256771,-0.762366306885173
-1.09203502841548,-2.10265384189478,0.949222711146789,2.49387985940245,2.63109734714059,2.02307693458295,1.74332548834544,-0.762366306885173
-1.8356800287245,-1.07606402496968,2.29122723380259,-0.220547198450557,0.0316999680378385,-0.41651583947296,0.489354523044333,0.395301048014534
-0.501159816618979,0.977115608880516,2.29122723380259,-0.220547198450557,1.33139865758922,0.803280547554995,0.489354523044333,0.395301048014534
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.0421451346163416,0.977115608880516,2.29122723380259,1.13666633047595,0.0316999680378385,2.02307693458295,0.489354523044333,0.395301048014534
-1.20901916166096,0.977115608880516,-0.392781811509016,-0.220547198450557,0.0316999680378385,0.803280547554995,0.489354523044333,0.395301048014534
-0.0778652960599848,-0.0494742080445832,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,-0.764616442256771,0.395301048014534
-0.211897800597543,0.977115608880516,-0.392781811509016,-1.57776072737706,-1.26799872151354,-0.41651583947296,-0.764616442256771,0.395301048014534
NA,NA,NA,NA,NA,NA,NA,NA
-1.36896690337988,0.977115608880516,-0.392781811509016,-0.220547198450557,0.0316999680378385,-1.63631222650091,0.489354523044333,-0.762366306885173
0.0322531738144836,0.977115608880516,-0.392781811509016,1.13666633047595,1.33139865758922,0.803280547554995,0.489354523044333,1.55296840291424
-1.93316426239562,-1.07606402496968,-0.392781811509016,1.13666633047595,0.0316999680378385,-1.63631222650091,1.74332548834544,1.55296840291424
-0.437509140141853,0.977115608880516,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,-0.764616442256771,0.395301048014534
-0.482663469241022,-1.07606402496968,-0.392781811509016,-0.220547198450557,0.0316999680378385,-0.41651583947296,-0.764616442256771,1.55296840291424
NA,NA,NA,NA,NA,NA,NA,NA
0.0909236023034409,-0.0494742080445832,0.949222711146789,-0.220547198450557,0.0316999680378385,-0.41651583947296,0.489354523044333,0.395301048014534
NA,NA,NA,NA,NA,NA,NA,NA
-2.13870026959954,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.553865875652623,0.977115608880516,0.949222711146789,-0.220547198450557,0.0316999680378385,0.803280547554995,1.74332548834544,-0.762366306885173
-0.360396160498113,0.977115608880516,-0.392781811509016,-0.220547198450557,-1.26799872151354,-0.41651583947296,-0.764616442256771,-0.762366306885173
