"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q19_num"
1.97325981821713,0,0.391294288215662,1.54919333848297,-0.361813613493317
-0.482143896968477,-1.44337567297406,0.391294288215662,-0.774596669241483,-0.361813613493317
NA,NA,NA,NA,NA
0.686013198993848,-1.44337567297406,0.391294288215662,-0.774596669241483,-0.361813613493317
0.122444585890575,1.44337567297406,0.391294288215662,1.54919333848297,-0.361813613493317
0.663557238431902,1.44337567297406,0.391294288215662,0.774596669241483,-0.361813613493317
-1.73981130357147,-1.44337567297406,0.391294288215662,-0.774596669241483,2.65329983228432
0.386565769779226,1.44337567297406,0.391294288215662,1.54919333848297,-0.361813613493317
-0.193039256626091,0,0.391294288215662,0,-0.361813613493317
0.791254253820981,0,0.391294288215662,-0.774596669241483,-0.361813613493317
NA,NA,NA,NA,NA
0.312403774569814,0,0.391294288215662,1.54919333848297,-0.361813613493317
-0.557252909214552,0,-1.64343601050578,0,-0.361813613493317
0.981236841086158,1.44337567297406,0.391294288215662,0,-0.361813613493317
-0.967554385828423,-1.44337567297406,0.391294288215662,-0.774596669241483,-0.361813613493317
0.179480067581888,1.44337567297406,0.391294288215662,1.54919333848297,-0.361813613493317
0.201977654487937,0,-3.67816630922721,-0.774596669241483,-0.361813613493317
1.10054493216751,0,0.391294288215662,-0.774596669241483,-0.361813613493317
1.30011062162227,1.44337567297406,0.391294288215662,1.54919333848297,-0.361813613493317
NA,NA,NA,NA,NA
-1.90899389377083,0,0.391294288215662,-0.774596669241483,-0.361813613493317
-0.550858106372472,0,0.391294288215662,-0.774596669241483,-0.361813613493317
-1.3269407047217,0,0.391294288215662,-0.774596669241483,-0.361813613493317
-0.956233413286389,0,-1.64343601050578,-0.774596669241483,2.65329983228432
-0.100433013205215,0,0.391294288215662,0.774596669241483,-0.361813613493317
-1.42826763181559,-1.44337567297406,-1.64343601050578,NA,NA
-0.15189842727823,0,0.391294288215662,-0.774596669241483,2.65329983228432
1.44268245572981,0,0.391294288215662,-0.774596669241483,-0.361813613493317
0.221895730280383,-1.44337567297406,0.391294288215662,-0.774596669241483,-0.361813613493317
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
