"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.219267447400832,0.506369683541834,-0.885646156700061,0.921954445729289,-0.0636663932762705,1.33805254582345,0.281917038384098,0.487339717240448,-0.795822425754221,2.65122742951056,-0.405279172582886
-0.217614087434086,0.506369683541834,-0.885646156700061,0.921954445729289,1.0823286856966,-0.573451091067193,0.281917038384098,-0.731009575860672,-0.795822425754221,-0.639951448502549,-0.405279172582886
-0.216982676000399,-1.01273936708367,1.39172967481438,0.921954445729289,-0.0636663932762705,-0.573451091067193,0.281917038384098,-0.731009575860672,-0.795822425754221,-0.639951448502549,-0.405279172582886
-0.217963740227846,0.506369683541834,0.25304175905716,0,-2.35565655122202,1.33805254582345,-0.789367707475475,0.487339717240448,-0.795822425754221,-0.639951448502549,-0.405279172582886
-0.218295377293628,0.506369683541834,-0.885646156700061,0,-0.0636663932762705,-0.573451091067193,1.35320178424367,-0.731009575860672,-0.795822425754221,1.00563799050401,1.4184771040401
-0.21818866704987,0.506369683541834,-0.885646156700061,-0.921954445729289,-0.0636663932762705,-0.573451091067193,-0.789367707475475,-1.94935886896179,1.19373363863133,-0.639951448502549,-0.405279172582886
-0.219248026110279,0.506369683541834,-0.885646156700061,-1.84390889145858,1.0823286856966,1.33805254582345,1.35320178424367,-0.731009575860672,-0.795822425754221,1.00563799050401,-0.405279172582886
-0.216789895148625,0.506369683541834,0.25304175905716,0.921954445729289,-0.0636663932762705,0.382300727378128,0.281917038384098,0.487339717240448,-0.795822425754221,-0.639951448502549,-0.405279172582886
-0.218950766874401,-1.01273936708367,0.25304175905716,-0.921954445729289,-1.20966147224914,1.33805254582345,1.35320178424367,1.70568901034157,1.19373363863133,1.00563799050401,-0.405279172582886
-0.216917170553931,0.506369683541834,0.25304175905716,0.921954445729289,1.0823286856966,-0.573451091067193,-0.789367707475475,-0.731009575860672,-0.795822425754221,-0.639951448502549,-0.405279172582886
-0.219070865411694,-2.53184841770917,NA,NA,NA,0.382300727378128,-0.789367707475475,1.70568901034157,1.19373363863133,NA,NA
-0.218285366723363,0.506369683541834,1.39172967481438,0.921954445729289,-1.20966147224914,1.33805254582345,1.35320178424367,-0.731009575860672,1.19373363863133,-0.639951448502549,-0.405279172582886
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.21778457114557,0.506369683541834,-0.885646156700061,0,1.0823286856966,-0.573451091067193,-1.86065245333505,-0.731009575860672,-0.795822425754221,-0.639951448502549,-0.405279172582886
-0.217538072497169,0.506369683541834,1.39172967481438,-0.921954445729289,1.0823286856966,-0.573451091067193,-0.789367707475475,-0.731009575860672,-0.795822425754221,-0.639951448502549,-0.405279172582886
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.218756078604312,0.506369683541834,-0.885646156700061,-0.921954445729289,-0.0636663932762705,-0.573451091067193,NA,0.487339717240448,-0.795822425754221,1.00563799050401,3.24223338066309
-0.218516135428736,0.506369683541834,NA,NA,NA,-1.52920290951251,0.281917038384098,0.487339717240448,1.19373363863133,NA,NA
-0.218842926494498,-2.53184841770917,-0.885646156700061,0.921954445729289,-1.20966147224914,1.33805254582345,1.35320178424367,1.70568901034157,1.19373363863133,-0.639951448502549,1.4184771040401
-0.218076310964608,0.506369683541834,-0.885646156700061,-1.84390889145858,-0.0636663932762705,-1.52920290951251,-0.789367707475475,0.487339717240448,1.19373363863133,1.00563799050401,-0.405279172582886
4.36435656680762,0.506369683541834,1.39172967481438,0.921954445729289,1.0823286856966,-0.573451091067193,-0.789367707475475,0.487339717240448,-0.795822425754221,-0.639951448502549,-0.405279172582886
-0.218167821551506,0.506369683541834,1.39172967481438,0,-0.0636663932762705,-0.573451091067193,-0.789367707475475,-0.731009575860672,1.19373363863133,-0.639951448502549,-0.405279172582886
-0.21910056389227,-1.01273936708367,NA,NA,NA,NA,NA,NA,NA,NA,NA
