"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.0802291480178823,0.699581412797861,-0.609937545592833,-0.869510429550315,NA,-0.25
0.98680888931469,0.699581412797861,1.34186260030423,-0.869510429550315,-0.0947330933431345,-0.25
-0.26613012585586,0.699581412797861,-0.609937545592833,0.521706257730189,-0.0947330933431345,-0.25
1.10124226754921,0.699581412797861,1.34186260030423,-0.869510429550315,-0.0947330933431345,3.75
NA,NA,NA,NA,NA,NA
-1.1397317489447,-0.0466387608531907,0.3659625273557,0.521706257730189,-0.0947330933431345,-0.25
-0.837921896257564,-1.53907910815529,-0.609937545592833,1.91292294501069,1.32626330680388,-0.25
-0.112043898139869,0.699581412797861,1.34186260030423,0.521706257730189,-0.0947330933431345,-0.25
-1.16008127085963,0.699581412797861,-1.58583761854137,-0.869510429550315,-2.93672589363716,-0.25
1.00888394911757,0.699581412797861,-0.609937545592833,0.521706257730189,1.32626330680388,-0.25
1.27021845897749,-1.53907910815529,-0.609937545592833,0.521706257730189,1.32626330680388,-0.25
-0.524995566433156,0.699581412797861,0.3659625273557,0.521706257730189,-0.0947330933431345,-0.25
1.07683466641415,-0.792858934504242,0.3659625273557,0.521706257730189,-0.0947330933431345,-0.25
-0.234372941733239,-1.53907910815529,1.34186260030423,-0.869510429550315,-0.0947330933431345,-0.25
-1.47041515887107,0.699581412797861,-1.58583761854137,0.521706257730189,-0.0947330933431345,-0.25
1.41984526415364,-1.53907910815529,0.3659625273557,-2.26072711683082,-0.0947330933431345,-0.25
-1.03791174041378,0.699581412797861,-0.609937545592833,0.521706257730189,-0.0947330933431345,-0.25
