"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.87203900260758,-0.207019667802706,-2.26778683805536,-1.4638501094228,-0.544704779401922,-0.944911182523068,-0.0921691143012016,-0.504016128774185,-0.353553390593274,-0.14978617237882,-0.661437827766148,-0.282038037408883,0.504016128774185,-1.20761472884912,-1.1351812029964,-1.41019018704442,2.47487373415292
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.114798217871213,1.24211800681624,0.377964473009227,0.58554004376912,0.726273039202563,0.377964473009227,0.645183800108411,-0.504016128774185,-0.353553390593274,-0.14978617237882,-0.661437827766148,-1.41019018704442,-0.840026881290309,-1.20761472884912,-1.1351812029964,-0.282038037408883,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.509679715528858,-0.207019667802706,0.377964473009227,0.58554004376912,0.726273039202563,0.377964473009227,-1.56687494312043,0.840026881290309,-0.353553390593274,-0.14978617237882,-0.661437827766148,0.846114112226649,0.504016128774185,0.724568837309472,0.882918713441648,0.846114112226649,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.48910798114161,-0.207019667802706,0.377964473009227,0.58554004376912,0.726273039202563,1.70084012854152,0.645183800108411,0.840026881290309,-0.353553390593274,2.24679258568229,1.98431348329844,0.846114112226649,0.504016128774185,0.724568837309472,0.882918713441648,0.846114112226649,-0.353553390593274
-1.03037631638521,1.24211800681624,0.377964473009227,0.58554004376912,-1.81568259800641,-0.944911182523068,-1.56687494312043,-1.84805913883868,2.47487373415292,-1.34807555140938,-0.661437827766148,-1.41019018704442,-2.1840698913548,-1.20761472884912,-1.1351812029964,-1.41019018704442,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.470522008210796,NA,NA,NA,NA,NA,0.645183800108411,-0.504016128774185,-0.353553390593274,-0.14978617237882,0.661437827766148,-0.282038037408883,0.504016128774185,0.724568837309472,0.882918713441648,-0.282038037408883,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.663387801739349,-0.207019667802706,0.377964473009227,-1.4638501094228,0.726273039202563,0.377964473009227,0.645183800108411,0.840026881290309,-0.353553390593274,-0.14978617237882,0.661437827766148,0.846114112226649,0.504016128774185,0.724568837309472,0.882918713441648,0.846114112226649,-0.353553390593274
2.00105462903738,-1.65615734242165,0.377964473009227,0.58554004376912,-0.544704779401922,-0.944911182523068,0.645183800108411,0.840026881290309,-0.353553390593274,-0.14978617237882,-0.661437827766148,0.846114112226649,0.504016128774185,0.724568837309472,-0.126131244777378,0.846114112226649,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
