"PROFICIENCIA_MT_SAEB","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num"
0.354833606171459,-0.902452147591779,-0.574952990026517,-1.02921466295458,-1.10742220503758
-0.69293476450782,1.38375995964073,0.438059420972584,1.34109789415294,0.35595713733351
0.465872364022411,-0.902452147591779,-0.574952990026517,-1.02921466295458,-1.10742220503758
1.35209692230161,-0.902452147591779,-0.574952990026517,-1.02921466295458,-1.10742220503758
0.836350772655954,-0.902452147591779,0.438059420972584,-1.02921466295458,-1.10742220503758
0.124154743420714,-0.902452147591779,-0.574952990026517,0.15594161559918,0.35595713733351
-0.719954331084404,1.38375995964073,1.45107183197169,1.34109789415294,1.8193364797046
-0.694799514603403,1.38375995964073,1.45107183197169,1.34109789415294,1.8193364797046
-0.636995532577663,-2.04555820120803,-1.58796540102562,-2.21437094150835,0.35595713733351
0.658786856633017,0.240653906024475,-1.58796540102562,-1.02921466295458,0.35595713733351
-0.228727533749218,0.240653906024475,0.438059420972584,0.15594161559918,0.35595713733351
0.179513981765907,0.240653906024475,0.438059420972584,1.34109789415294,0.35595713733351
-0.976311270056994,1.38375995964073,1.45107183197169,1.34109789415294,1.8193364797046
1.76198383208718,-0.902452147591779,-0.574952990026517,0.15594161559918,0.35595713733351
-0.591639700372219,-0.902452147591779,-1.58796540102562,-1.02921466295458,-1.10742220503758
NA,NA,NA,NA,NA
0.937522263034858,-0.902452147591779,-0.574952990026517,0.15594161559918,-1.10742220503758
0.64920330349795,-0.902452147591779,-0.574952990026517,-1.02921466295458,-1.10742220503758
-1.48711370245636,1.38375995964073,1.45107183197169,1.34109789415294,1.8193364797046
-0.0605429290225149,-0.902452147591779,-0.574952990026517,0.15594161559918,0.35595713733351
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.7951070805218,-0.902452147591779,-0.574952990026517,-1.02921466295458,0.35595713733351
-0.801690137400687,1.38375995964073,-0.574952990026517,0.15594161559918,0.35595713733351
-1.19557081684933,0.240653906024475,0.438059420972584,-2.21437094150835,-2.57080154740868
0.808183828936822,-0.902452147591779,-1.58796540102562,0.15594161559918,-1.10742220503758
-1.55348000586481,0.240653906024475,0.438059420972584,0.15594161559918,0.35595713733351
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.74632515460391,1.38375995964073,1.45107183197169,1.34109789415294,0.35595713733351
0.687372390098275,-0.902452147591779,-0.574952990026517,-1.02921466295458,0.35595713733351
-1.43984268004581,0.240653906024475,0.438059420972584,0.15594161559918,0.35595713733351
0.350328668250016,0.240653906024475,-1.58796540102562,0.15594161559918,0.35595713733351
0.771430652155155,-0.902452147591779,-0.574952990026517,-1.02921466295458,0.35595713733351
0.126869305594116,0.240653906024475,0.438059420972584,1.34109789415294,0.35595713733351
-1.20664593996734,-0.902452147591779,-0.574952990026517,0.15594161559918,-1.10742220503758
-0.0739115206088778,-0.902452147591779,1.45107183197169,0.15594161559918,NA
0.986864826455129,0.240653906024475,NA,0.15594161559918,0.35595713733351
1.28538139557673,1.38375995964073,1.45107183197169,0.15594161559918,0.35595713733351
1.1601961270084,1.38375995964073,-0.574952990026517,0.15594161559918,-1.10742220503758
-2.02444652711432,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.123552912352435,1.38375995964073,1.45107183197169,1.34109789415294,0.35595713733351
0.686728105676036,0.240653906024475,0.438059420972584,0.15594161559918,0.35595713733351
0.275703947374564,0.240653906024475,0.438059420972584,0.15594161559918,-1.10742220503758
