"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
1.64495008704334,1.10701860692512,0.408248290463863,-1.78885438199983,0.613571991077896,0.670820393249937,1.10701860692512,1.54982604969517,-0.645497224367903,-0.645497224367903,-0.221403721385024,1.10701860692512,-1.58113883008419,0.408248290463863,0.597614304667197,0,-1.63299316185545,0.912870929175277,-0.447213595499958
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.762560873970077,1.10701860692512,0.408248290463863,0.447213595499958,0.613571991077896,-1.56524758424985,1.10701860692512,0.221403721385024,1.29099444873581,-0.645497224367903,-0.221403721385024,1.10701860692512,1.58113883008419,0.408248290463863,-0.597614304667197,1.58113883008419,0.816496580927726,-0.912870929175277,-0.447213595499958
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.216837855871793,-0.221403721385024,0.408248290463863,0.447213595499958,0.613571991077896,-0.447213595499958,-0.221403721385024,0.221403721385024,-0.645497224367903,1.29099444873581,-0.221403721385024,-0.221403721385024,0,0.408248290463863,0.597614304667197,0,-0.408248290463863,0.912870929175277,-0.447213595499958
0.549737405430956,-0.221403721385024,-2.04124145231932,0.447213595499958,-0.153392997769474,0.670820393249937,-0.221403721385024,-1.10701860692512,-0.645497224367903,-0.645497224367903,-1.54982604969517,-0.221403721385024,0,0.408248290463863,0.597614304667197,-1.58113883008419,0.816496580927726,0.912870929175277,-0.447213595499958
-0.868461408849127,-0.221403721385024,0.408248290463863,NA,NA,NA,-0.221403721385024,0.221403721385024,1.29099444873581,1.29099444873581,1.10701860692512,-0.221403721385024,0,0.408248290463863,0.597614304667197,0,0.816496580927726,-0.912870929175277,NA
-0.780503065526883,-1.54982604969517,0.408248290463863,0.447213595499958,-1.68732297546422,0.670820393249937,-1.54982604969517,-1.10701860692512,-0.645497224367903,-0.645497224367903,1.10701860692512,-1.54982604969517,0,-2.04124145231932,-1.79284291400159,0,-0.408248290463863,-0.912870929175277,1.78885438199983
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
