"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num"
-0.661891922957391,0.527084274335578,0.610257153258729,-0.146056091210941
-0.787429432149758,0.527084274335578,-0.915385729888094,-0.146056091210941
NA,NA,NA,NA
NA,NA,NA,NA
-0.177105566206898,0.527084274335578,NA,NA
NA,NA,NA,NA
0.287316846435386,-1.2401982925543,0.610257153258729,-0.146056091210941
NA,NA,NA,NA
-0.16631018984507,NA,0.610257153258729,1.4897721303516
0.169933503842358,0.527084274335578,0.610257153258729,-0.146056091210941
0.872051969851109,NA,0.610257153258729,1.4897721303516
-1.61518145134224,NA,0.610257153258729,-0.146056091210941
NA,NA,NA,NA
0.197250033348486,0.527084274335578,-0.915385729888094,-1.78188431277348
NA,NA,NA,NA
NA,NA,NA,NA
-0.177945052041099,-1.2401982925543,-0.915385729888094,-0.146056091210941
-1.78139816565958,0.527084274335578,0.610257153258729,-0.146056091210941
-0.783953152672713,0.527084274335578,-0.915385729888094,-0.146056091210941
-1.79740792157123,-1.2401982925543,0.610257153258729,-1.78188431277348
-0.981612982646028,0.527084274335578,0.610257153258729,-1.78188431277348
0.194628048250566,NA,0.610257153258729,-0.146056091210941
-1.36300830001991,0.527084274335578,-0.915385729888094,-0.146056091210941
-0.0264197629235595,-1.2401982925543,0.610257153258729,-0.146056091210941
1.7468179459172,0.527084274335578,0.610257153258729,-0.146056091210941
0.346991368791646,-1.2401982925543,0.610257153258729,-0.146056091210941
-0.820486546983277,0.527084274335578,0.610257153258729,-0.146056091210941
-1.04528848295858,0.527084274335578,0.610257153258729,-0.146056091210941
-1.29826124281914,2.29436684122546,-0.915385729888094,-1.78188431277348
-0.502494755128123,0.527084274335578,-3.96667149618174,1.4897721303516
-0.166833407469825,0.527084274335578,-0.915385729888094,-0.146056091210941
0.389256463302648,-1.2401982925543,0.610257153258729,-0.146056091210941
-0.492584718202098,0.527084274335578,-0.915385729888094,-0.146056091210941
0.041224189434114,0.527084274335578,0.610257153258729,1.4897721303516
NA,-1.2401982925543,-0.915385729888094,-0.146056091210941
0.700371087563674,NA,NA,NA
0.745264064146735,-1.2401982925543,0.610257153258729,1.4897721303516
1.28663151755038,0.527084274335578,0.610257153258729,-0.146056091210941
0.241251773521603,-1.2401982925543,0.610257153258729,1.4897721303516
-1.6372732353171,0.527084274335578,-0.915385729888094,-1.78188431277348
-0.764632629217372,2.29436684122546,-2.44102861303492,-0.146056091210941
1.11675085189291,0.527084274335578,0.610257153258729,-0.146056091210941
NA,NA,NA,NA
0.776679122898841,0.527084274335578,-0.915385729888094,-0.146056091210941
2.17316684913301,-1.2401982925543,0.610257153258729,-0.146056091210941
0.818777198178165,-1.2401982925543,0.610257153258729,-0.146056091210941
1.44170403494145,-1.2401982925543,0.610257153258729,1.4897721303516
-0.268201044289403,-1.2401982925543,0.610257153258729,-0.146056091210941
1.06570048233051,0.527084274335578,0.610257153258729,-0.146056091210941
1.09481278590313,-1.2401982925543,0.610257153258729,1.4897721303516
-0.527962305581355,0.527084274335578,0.610257153258729,1.4897721303516
-1.2620663295354,0.527084274335578,-0.915385729888094,-0.146056091210941
-0.107863877627263,-1.2401982925543,-0.915385729888094,1.4897721303516
NA,NA,NA,NA
NA,NA,NA,NA
-0.494893370355727,-1.2401982925543,0.610257153258729,-0.146056091210941
-1.12923928766044,0.527084274335578,-0.915385729888094,-1.78188431277348
-0.1574111005484,-1.2401982925543,-2.44102861303492,-1.78188431277348
2.24017527691898,-1.2401982925543,NA,NA
0.78460862271662,0.527084274335578,0.610257153258729,-0.146056091210941
0.591381360452637,0.527084274335578,NA,NA
-1.63350578282549,0.527084274335578,0.610257153258729,-0.146056091210941
-0.923106061169354,2.29436684122546,0.610257153258729,-0.146056091210941
1.82767527202829,0.527084274335578,0.610257153258729,-1.78188431277348
NA,NA,NA,NA
-0.0596571982353566,0.527084274335578,NA,1.4897721303516
0.522738254413887,0.527084274335578,0.610257153258729,1.4897721303516
-1.03650910488132,0.527084274335578,NA,NA
0.304111428784171,NA,NA,NA
0.770770037485279,-1.2401982925543,NA,NA
0.552620602322544,0.527084274335578,0.610257153258729,1.4897721303516
-0.226071923953398,0.527084274335578,-0.915385729888094,-0.146056091210941
1.65154706637426,0.527084274335578,0.610257153258729,-0.146056091210941
-0.0782017539366881,-1.2401982925543,0.610257153258729,-0.146056091210941
NA,NA,NA,NA
NA,NA,NA,NA
